CustomerID,datetime,AggrDmnd,DailyAverage,Demand,AvgDemand
group,2017-01-01 00:00,1420.24150,2645.34452,1420.24150,1420.24150
group,2017-01-01 00:15,1415.48150,2645.34452,1415.48150,1415.48150
group,2017-01-01 00:30,1428.40150,2645.34452,1428.40150,1428.40150
group,2017-01-01 00:45,1426.00150,2645.34452,1426.00150,1426.00150
group,2017-01-01 01:00,1425.76150,2645.34452,1425.76150,1425.76150
group,2017-01-01 01:15,1427.59200,2645.34452,1427.59200,1427.59200
group,2017-01-01 01:30,1422.90150,2645.34452,1422.90150,1422.90150
group,2017-01-01 01:45,1430.84150,2645.34452,1430.84150,1430.84150
group,2017-01-01 02:00,1424.00150,2645.34452,1424.00150,1424.00150
group,2017-01-01 02:15,1430.78150,2645.34452,1430.78150,1430.78150
group,2017-01-01 02:30,1406.72150,2645.34452,1406.72150,1406.72150
group,2017-01-01 02:45,1422.05320,2645.34452,1422.05320,1422.05320
group,2017-01-01 03:00,1437.06150,2645.34452,1437.06150,1437.06150
group,2017-01-01 03:15,1436.86150,2645.34452,1436.86150,1436.86150
group,2017-01-01 03:30,1399.82150,2645.34452,1399.82150,1399.82150
group,2017-01-01 03:45,1442.78150,2645.34452,1442.78150,1442.78150
group,2017-01-01 04:00,1436.61320,2645.34452,1436.61320,1436.61320
group,2017-01-01 04:15,1463.30150,2645.34452,1463.30150,1463.30150
group,2017-01-01 04:30,1468.88150,2645.34452,1468.88150,1468.88150
group,2017-01-01 04:45,1463.62150,2645.34452,1463.62150,1463.62150
group,2017-01-01 05:00,1487.23570,2645.34452,1487.23570,1487.23570
group,2017-01-01 05:15,1490.90390,2645.34452,1490.90390,1490.90390
group,2017-01-01 05:30,1467.22150,2645.34452,1467.22150,1467.22150
group,2017-01-01 05:45,1478.14030,2645.34452,1478.14030,1478.14030
group,2017-01-01 06:00,1488.25570,2645.34452,1488.25570,1488.25570
group,2017-01-01 06:15,1515.96150,2645.34452,1515.96150,1515.96150
group,2017-01-01 06:30,1510.58030,2645.34452,1510.58030,1510.58030
group,2017-01-01 06:45,1491.50270,2645.34452,1491.50270,1491.50270
group,2017-01-01 07:00,1478.18150,2645.34452,1478.18150,1478.18150
group,2017-01-01 07:15,1464.27320,2645.34452,1464.27320,1464.27320
group,2017-01-01 07:30,1435.20150,2645.34452,1435.20150,1435.20150
group,2017-01-01 07:45,1420.40150,2645.34452,1420.40150,1420.40150
group,2017-01-01 08:00,1449.14150,2645.34452,1449.14150,1449.14150
group,2017-01-01 08:15,1453.60030,2645.34452,1453.60030,1453.60030
group,2017-01-01 08:30,1424.56150,2645.34452,1424.56150,1424.56150
group,2017-01-01 08:45,1432.03320,2645.34452,1432.03320,1432.03320
group,2017-01-01 09:00,1404.40150,2645.34452,1404.40150,1404.40150
group,2017-01-01 09:15,1439.08030,2645.34452,1439.08030,1439.08030
group,2017-01-01 09:30,1421.40150,2645.34452,1421.40150,1421.40150
group,2017-01-01 09:45,1410.78150,2645.34452,1410.78150,1410.78150
group,2017-01-01 10:00,1438.72150,2645.34452,1438.72150,1438.72150
group,2017-01-01 10:15,1461.38150,2645.34452,1461.38150,1461.38150
group,2017-01-01 10:30,1437.11320,2645.34452,1437.11320,1437.11320
group,2017-01-01 10:45,1425.36030,2645.34452,1425.36030,1425.36030
group,2017-01-01 11:00,1437.44150,2645.34452,1437.44150,1437.44150
group,2017-01-01 11:15,1462.82030,2645.34452,1462.82030,1462.82030
group,2017-01-01 11:30,1428.42150,2645.34452,1428.42150,1428.42150
group,2017-01-01 11:45,1440.32030,2645.34452,1440.32030,1440.32030
group,2017-01-01 12:00,1411.54030,2645.34452,1411.54030,1411.54030
group,2017-01-01 12:15,1420.04150,2645.34452,1420.04150,1420.04150
group,2017-01-01 12:30,1414.73320,2645.34452,1414.73320,1414.73320
group,2017-01-01 12:45,1417.60030,2645.34452,1417.60030,1417.60030
group,2017-01-01 13:00,1417.14030,2645.34452,1417.14030,1417.14030
group,2017-01-01 13:15,1387.88150,2645.34452,1387.88150,1387.88150
group,2017-01-01 13:30,1371.58150,2645.34452,1371.58150,1371.58150
group,2017-01-01 13:45,1364.00030,2645.34452,1364.00030,1364.00030
group,2017-01-01 14:00,1340.10150,2645.34452,1340.10150,1340.10150
group,2017-01-01 14:15,1374.90030,2645.34452,1374.90030,1374.90030
group,2017-01-01 14:30,1345.86150,2645.34452,1345.86150,1345.86150
group,2017-01-01 14:45,1364.25320,2645.34452,1364.25320,1364.25320
group,2017-01-01 15:00,1374.78030,2645.34452,1374.78030,1374.78030
group,2017-01-01 15:15,1374.94030,2645.34452,1374.94030,1374.94030
group,2017-01-01 15:30,1361.18270,2645.34452,1361.18270,1361.18270
group,2017-01-01 15:45,1364.36030,2645.34452,1364.36030,1364.36030
group,2017-01-01 16:00,1360.38150,2645.34452,1360.38150,1360.38150
group,2017-01-01 16:15,1352.98030,2645.34452,1352.98030,1352.98030
group,2017-01-01 16:30,1373.51450,2645.34452,1373.51450,1373.51450
group,2017-01-01 16:45,1388.52030,2645.34452,1388.52030,1388.52030
group,2017-01-01 17:00,1436.50150,2645.34452,1436.50150,1436.50150
group,2017-01-01 17:15,1463.76150,2645.34452,1463.76150,1463.76150
group,2017-01-01 17:30,1495.32150,2645.34452,1495.32150,1495.32150
group,2017-01-01 17:45,1480.24150,2645.34452,1480.24150,1480.24150
group,2017-01-01 18:00,1474.78030,2645.34452,1474.78030,1474.78030
group,2017-01-01 18:15,1471.99320,2645.34452,1471.99320,1471.99320
group,2017-01-01 18:30,1479.52030,2645.34452,1479.52030,1479.52030
group,2017-01-01 18:45,1480.10030,2645.34452,1480.10030,1480.10030
