CustomerID,datetime,AggrDmnd,DailyAverage,NormDmnd,AvgDemand
group,1/1/2017 0:00,140.5,172.68675,140.5,140.5
group,1/1/2017 0:15,134.44,172.68675,134.44,134.44
group,1/1/2017 0:30,132.84,172.68675,132.84,132.84
group,1/1/2017 0:45,131.85,172.68675,131.85,131.85
group,1/1/2017 1:00,136.84,172.68675,136.84,136.84
group,1/1/2017 1:15,132.43,172.68675,132.43,132.43
group,1/1/2017 1:30,130.57,172.68675,130.57,130.57
group,1/1/2017 1:45,135.32,172.68675,135.32,135.32
group,1/1/2017 2:00,139.08,172.68675,139.08,139.08
group,1/1/2017 2:15,132.23,172.68675,132.23,132.23
group,1/1/2017 2:30,129.85,172.68675,129.85,129.85
group,1/1/2017 2:45,130.06,172.68675,130.06,130.06
group,1/1/2017 3:00,133.61,172.68675,133.61,133.61
group,1/1/2017 3:15,135.4,172.68675,135.4,135.4
group,1/1/2017 3:30,129.5,172.68675,129.5,129.5
group,1/1/2017 3:45,133.71,172.68675,133.71,133.71
group,1/1/2017 4:00,131.71,172.68675,131.71,131.71
group,1/1/2017 4:15,139.18,172.68675,139.18,139.18
group,1/1/2017 4:30,134.18,172.68675,134.18,134.18
group,1/1/2017 4:45,136.89,172.68675,136.89,136.89
group,1/1/2017 5:00,135.34,172.68675,135.34,135.34
group,1/1/2017 5:15,140.51,172.68675,140.51,140.51
group,1/1/2017 5:30,138.26,172.68675,138.26,138.26
group,1/1/2017 5:45,140.34,172.68675,140.34,140.34
group,1/1/2017 6:00,132.98,172.68675,132.98,132.98
group,1/1/2017 6:15,139.63,172.68675,139.63,139.63
group,1/1/2017 6:30,143.99,172.68675,143.99,143.99
group,1/1/2017 6:45,135.39,172.68675,135.39,135.39
group,1/1/2017 7:00,140.3,172.68675,140.3,140.3
group,1/1/2017 7:15,139.25,172.68675,139.25,139.25
group,1/1/2017 7:30,139.99,172.68675,139.99,139.99
group,1/1/2017 7:45,138.38,172.68675,138.38,138.38
group,1/1/2017 8:00,144.45,172.68675,144.45,144.45
group,1/1/2017 8:15,144.26,172.68675,144.26,144.26
group,1/1/2017 8:30,142.72,172.68675,142.72,142.72
group,1/1/2017 8:45,143.68,172.68675,143.68,143.68
group,1/1/2017 9:00,148.82,172.68675,148.82,148.82
group,1/1/2017 9:15,142.92,172.68675,142.92,142.92
group,1/1/2017 9:30,143.56,172.68675,143.56,143.56
group,1/1/2017 9:45,144.23,172.68675,144.23,144.23
group,1/1/2017 10:00,151.24,172.68675,151.24,151.24
group,1/1/2017 10:15,155.29,172.68675,155.29,155.29
group,1/1/2017 10:30,149.69,172.68675,149.69,149.69
group,1/1/2017 10:45,153.3,172.68675,153.3,153.3
group,1/1/2017 11:00,147.7,172.68675,147.7,147.7
group,1/1/2017 11:15,150.94,172.68675,150.94,150.94
group,1/1/2017 11:30,151.59,172.68675,151.59,151.59
group,1/1/2017 11:45,145.92,172.68675,145.92,145.92
group,1/1/2017 12:00,147.48,172.68675,147.48,147.48
group,1/1/2017 12:15,146.57,172.68675,146.57,146.57
group,1/1/2017 12:30,149.52,172.68675,149.52,149.52
group,1/1/2017 12:45,143.35,172.68675,143.35,143.35
group,1/1/2017 13:00,149.38,172.68675,149.38,149.38
group,1/1/2017 13:15,142.53,172.68675,142.53,142.53
group,1/1/2017 13:30,143.15,172.68675,143.15,143.15
group,1/1/2017 13:45,136.28,172.68675,136.28,136.28
group,1/1/2017 14:00,136,172.68675,136,136
group,1/1/2017 14:15,139.66,172.68675,139.66,139.66
group,1/1/2017 14:30,144.15,172.68675,144.15,144.15
group,1/1/2017 14:45,138.48,172.68675,138.48,138.48
group,1/1/2017 15:00,139.6,172.68675,139.6,139.6
group,1/1/2017 15:15,140.66,172.68675,140.66,140.66
group,1/1/2017 15:30,146.96,172.68675,146.96,146.96
group,1/1/2017 15:45,149.51,172.68675,149.51,149.51
group,1/1/2017 16:00,149.6,172.68675,149.6,149.6
group,1/1/2017 16:15,149.11,172.68675,149.11,149.11
group,1/1/2017 16:30,149.89,172.68675,149.89,149.89
group,1/1/2017 16:45,152.14,172.68675,152.14,152.14
group,1/1/2017 17:00,163.81,172.68675,163.81,163.81
group,1/1/2017 17:15,160.27,172.68675,160.27,160.27
group,1/1/2017 17:30,161.41,172.68675,161.41,161.41
group,1/1/2017 17:45,161.71,172.68675,161.71,161.71
group,1/1/2017 18:00,166.63,172.68675,166.63,166.63
group,1/1/2017 18:15,160.54,172.68675,160.54,160.54
group,1/1/2017 18:30,156.38,172.68675,156.38,156.38
group,1/1/2017 18:45,159.56,172.68675,159.56,159.56
group,1/1/2017 19:00,156.1,172.68675,156.1,156.1
group,1/1/2017 19:15,154.79,172.68675,154.79,154.79
group,1/1/2017 19:30,160.08,172.68675,160.08,160.08
group,1/1/2017 19:45,156.92,172.68675,156.92,156.92
group,1/1/2017 20:00,158.19,172.68675,158.19,158.19
group,1/1/2017 20:15,155.89,172.68675,155.89,155.89
group,1/1/2017 20:30,153.18,172.68675,153.18,153.18
group,1/1/2017 20:45,152,172.68675,152,152
group,1/1/2017 21:00,156.21,172.68675,156.21,156.21
group,1/1/2017 21:15,149.35,172.68675,149.35,149.35
group,1/1/2017 21:30,149.74,172.68675,149.74,149.74
group,1/1/2017 21:45,150.1,172.68675,150.1,150.1
group,1/1/2017 22:00,149.83,172.68675,149.83,149.83
group,1/1/2017 22:15,141.82,172.68675,141.82,141.82
group,1/1/2017 22:30,139.34,172.68675,139.34,139.34
group,1/1/2017 22:45,144.45,172.68675,144.45,144.45
group,1/1/2017 23:00,144.55,172.68675,144.55,144.55
group,1/1/2017 23:15,143.51,172.68675,143.51,143.51
group,1/1/2017 23:30,139.87,172.68675,139.87,139.87
group,1/1/2017 23:45,141.43,172.68675,141.43,141.43
group,1/2/2017 0:00,141.96,172.68675,141.96,141.96
group,1/2/2017 0:15,138.04,172.68675,138.04,138.04
group,1/2/2017 0:30,135.33,172.68675,135.33,135.33
group,1/2/2017 0:45,137.98,172.68675,137.98,137.98
group,1/2/2017 1:00,137.51,172.68675,137.51,137.51
group,1/2/2017 1:15,139.56,172.68675,139.56,139.56
group,1/2/2017 1:30,145.12,172.68675,145.12,145.12
group,1/2/2017 1:45,143.62,172.68675,143.62,143.62
group,1/2/2017 2:00,140.47,172.68675,140.47,140.47
group,1/2/2017 2:15,143.24,172.68675,143.24,143.24
group,1/2/2017 2:30,139.73,172.68675,139.73,139.73
group,1/2/2017 2:45,141.07,172.68675,141.07,141.07
group,1/2/2017 3:00,140.96,172.68675,140.96,140.96
group,1/2/2017 3:15,143.95,172.68675,143.95,143.95
group,1/2/2017 3:30,143.8,172.68675,143.8,143.8
group,1/2/2017 3:45,142.23,172.68675,142.23,142.23
group,1/2/2017 4:00,144.4,172.68675,144.4,144.4
group,1/2/2017 4:15,153.41,172.68675,153.41,153.41
group,1/2/2017 4:30,149.62,172.68675,149.62,149.62
group,1/2/2017 4:45,145.41,172.68675,145.41,145.41
group,1/2/2017 5:00,149.6,172.68675,149.6,149.6
group,1/2/2017 5:15,154.76,172.68675,154.76,154.76
group,1/2/2017 5:30,153.28,172.68675,153.28,153.28
group,1/2/2017 5:45,154.37,172.68675,154.37,154.37
group,1/2/2017 6:00,153.89,172.68675,153.89,153.89
group,1/2/2017 6:15,161.75,172.68675,161.75,161.75
group,1/2/2017 6:30,154.87,172.68675,154.87,154.87
group,1/2/2017 6:45,156.52,172.68675,156.52,156.52
group,1/2/2017 7:00,151.07,172.68675,151.07,151.07
group,1/2/2017 7:15,156.25,172.68675,156.25,156.25
group,1/2/2017 7:30,150.15,172.68675,150.15,150.15
group,1/2/2017 7:45,149.26,172.68675,149.26,149.26
group,1/2/2017 8:00,157.23,172.68675,157.23,157.23
group,1/2/2017 8:15,152.86,172.68675,152.86,152.86
group,1/2/2017 8:30,154.38,172.68675,154.38,154.38
group,1/2/2017 8:45,151.96,172.68675,151.96,151.96
group,1/2/2017 9:00,162.57,172.68675,162.57,162.57
group,1/2/2017 9:15,151.38,172.68675,151.38,151.38
group,1/2/2017 9:30,148.03,172.68675,148.03,148.03
group,1/2/2017 9:45,152.46,172.68675,152.46,152.46
group,1/2/2017 10:00,154.71,172.68675,154.71,154.71
group,1/2/2017 10:15,158.27,172.68675,158.27,158.27
group,1/2/2017 10:30,162.34,172.68675,162.34,162.34
group,1/2/2017 10:45,157.95,172.68675,157.95,157.95
group,1/2/2017 11:00,164.62,172.68675,164.62,164.62
group,1/2/2017 11:15,166.42,172.68675,166.42,166.42
group,1/2/2017 11:30,159.65,172.68675,159.65,159.65
group,1/2/2017 11:45,162.62,172.68675,162.62,162.62
group,1/2/2017 12:00,168.17,172.68675,168.17,168.17
group,1/2/2017 12:15,165.2,172.68675,165.2,165.2
group,1/2/2017 12:30,166.65,172.68675,166.65,166.65
group,1/2/2017 12:45,166.77,172.68675,166.77,166.77
group,1/2/2017 13:00,165.85,172.68675,165.85,165.85
group,1/2/2017 13:15,159.73,172.68675,159.73,159.73
group,1/2/2017 13:30,164.02,172.68675,164.02,164.02
group,1/2/2017 13:45,163.21,172.68675,163.21,163.21
group,1/2/2017 14:00,155.77,172.68675,155.77,155.77
group,1/2/2017 14:15,158.02,172.68675,158.02,158.02
group,1/2/2017 14:30,162.05,172.68675,162.05,162.05
group,1/2/2017 14:45,159.73,172.68675,159.73,159.73
group,1/2/2017 15:00,159.69,172.68675,159.69,159.69
group,1/2/2017 15:15,157.99,172.68675,157.99,157.99
group,1/2/2017 15:30,158.3,172.68675,158.3,158.3
group,1/2/2017 15:45,157.29,172.68675,157.29,157.29
group,1/2/2017 16:00,164.33,172.68675,164.33,164.33
group,1/2/2017 16:15,156.8,172.68675,156.8,156.8
group,1/2/2017 16:30,160.18,172.68675,160.18,160.18
group,1/2/2017 16:45,161.53,172.68675,161.53,161.53
group,1/2/2017 17:00,172.03,172.68675,172.03,172.03
group,1/2/2017 17:15,170.57,172.68675,170.57,170.57
group,1/2/2017 17:30,178.17,172.68675,178.17,178.17
group,1/2/2017 17:45,172.24,172.68675,172.24,172.24
group,1/2/2017 18:00,174.29,172.68675,174.29,174.29
group,1/2/2017 18:15,167.05,172.68675,167.05,167.05
group,1/2/2017 18:30,170.82,172.68675,170.82,170.82
group,1/2/2017 18:45,166.27,172.68675,166.27,166.27
group,1/2/2017 19:00,165.44,172.68675,165.44,165.44
group,1/2/2017 19:15,165.46,172.68675,165.46,165.46
group,1/2/2017 19:30,164.92,172.68675,164.92,164.92
group,1/2/2017 19:45,168.49,172.68675,168.49,168.49
group,1/2/2017 20:00,166.22,172.68675,166.22,166.22
group,1/2/2017 20:15,157.95,172.68675,157.95,157.95
group,1/2/2017 20:30,159.68,172.68675,159.68,159.68
group,1/2/2017 20:45,164.45,172.68675,164.45,164.45
group,1/2/2017 21:00,157.45,172.68675,157.45,157.45
group,1/2/2017 21:15,161.28,172.68675,161.28,161.28
group,1/2/2017 21:30,159.03,172.68675,159.03,159.03
group,1/2/2017 21:45,156.39,172.68675,156.39,156.39
group,1/2/2017 22:00,153.67,172.68675,153.67,153.67
group,1/2/2017 22:15,146.66,172.68675,146.66,146.66
group,1/2/2017 22:30,146.96,172.68675,146.96,146.96
group,1/2/2017 22:45,148.46,172.68675,148.46,148.46
group,1/2/2017 23:00,140.52,172.68675,140.52,140.52
group,1/2/2017 23:15,143.29,172.68675,143.29,143.29
group,1/2/2017 23:30,142.32,172.68675,142.32,142.32
group,1/2/2017 23:45,148.04,172.68675,148.04,148.04
group,1/3/2017 0:00,143,172.68675,143,143
group,1/3/2017 0:15,140.39,172.68675,140.39,140.39
group,1/3/2017 0:30,136.92,172.68675,136.92,136.92
group,1/3/2017 0:45,138.16,172.68675,138.16,138.16
group,1/3/2017 1:00,141.29,172.68675,141.29,141.29
group,1/3/2017 1:15,135.34,172.68675,135.34,135.34
group,1/3/2017 1:30,136.48,172.68675,136.48,136.48
group,1/3/2017 1:45,136.73,172.68675,136.73,136.73
group,1/3/2017 2:00,139.64,172.68675,139.64,139.64
group,1/3/2017 2:15,142.12,172.68675,142.12,142.12
group,1/3/2017 2:30,140.2,172.68675,140.2,140.2
group,1/3/2017 2:45,132.62,172.68675,132.62,132.62
group,1/3/2017 3:00,140.69,172.68675,140.69,140.69
group,1/3/2017 3:15,140.26,172.68675,140.26,140.26
group,1/3/2017 3:30,140.15,172.68675,140.15,140.15
group,1/3/2017 3:45,140.24,172.68675,140.24,140.24
group,1/3/2017 4:00,144.96,172.68675,144.96,144.96
group,1/3/2017 4:15,146.65,172.68675,146.65,146.65
group,1/3/2017 4:30,148.03,172.68675,148.03,148.03
group,1/3/2017 4:45,139.42,172.68675,139.42,139.42
group,1/3/2017 5:00,153.11,172.68675,153.11,153.11
group,1/3/2017 5:15,155.23,172.68675,155.23,155.23
group,1/3/2017 5:30,153.26,172.68675,153.26,153.26
group,1/3/2017 5:45,159.27,172.68675,159.27,159.27
group,1/3/2017 6:00,160.48,172.68675,160.48,160.48
group,1/3/2017 6:15,164.96,172.68675,164.96,164.96
group,1/3/2017 6:30,168.76,172.68675,168.76,168.76
group,1/3/2017 6:45,169.39,172.68675,169.39,169.39
group,1/3/2017 7:00,166.5,172.68675,166.5,166.5
group,1/3/2017 7:15,175.49,172.68675,175.49,175.49
group,1/3/2017 7:30,178.71,172.68675,178.71,178.71
group,1/3/2017 7:45,179.01,172.68675,179.01,179.01
group,1/3/2017 8:00,187.67,172.68675,187.67,187.67
group,1/3/2017 8:15,194.11,172.68675,194.11,194.11
group,1/3/2017 8:30,195.94,172.68675,195.94,195.94
group,1/3/2017 8:45,201.5,172.68675,201.5,201.5
group,1/3/2017 9:00,206.14,172.68675,206.14,206.14
group,1/3/2017 9:15,201.87,172.68675,201.87,201.87
group,1/3/2017 9:30,205.17,172.68675,205.17,205.17
group,1/3/2017 9:45,200.43,172.68675,200.43,200.43
group,1/3/2017 10:00,194.05,172.68675,194.05,194.05
group,1/3/2017 10:15,207.62,172.68675,207.62,207.62
group,1/3/2017 10:30,200.01,172.68675,200.01,200.01
group,1/3/2017 10:45,204.59,172.68675,204.59,204.59
group,1/3/2017 11:00,203.94,172.68675,203.94,203.94
group,1/3/2017 11:15,204.89,172.68675,204.89,204.89
group,1/3/2017 11:30,202.66,172.68675,202.66,202.66
group,1/3/2017 11:45,191.62,172.68675,191.62,191.62
group,1/3/2017 12:00,201.45,172.68675,201.45,201.45
group,1/3/2017 12:15,202.23,172.68675,202.23,202.23
group,1/3/2017 12:30,200.98,172.68675,200.98,200.98
group,1/3/2017 12:45,200.45,172.68675,200.45,200.45
group,1/3/2017 13:00,197.27,172.68675,197.27,197.27
group,1/3/2017 13:15,200.05,172.68675,200.05,200.05
group,1/3/2017 13:30,208.37,172.68675,208.37,208.37
group,1/3/2017 13:45,201.85,172.68675,201.85,201.85
group,1/3/2017 14:00,199.98,172.68675,199.98,199.98
group,1/3/2017 14:15,201.57,172.68675,201.57,201.57
group,1/3/2017 14:30,200.87,172.68675,200.87,200.87
group,1/3/2017 14:45,194.35,172.68675,194.35,194.35
group,1/3/2017 15:00,193.07,172.68675,193.07,193.07
group,1/3/2017 15:15,194.36,172.68675,194.36,194.36
group,1/3/2017 15:30,202.05,172.68675,202.05,202.05
group,1/3/2017 15:45,199.59,172.68675,199.59,199.59
group,1/3/2017 16:00,199.86,172.68675,199.86,199.86
group,1/3/2017 16:15,202.47,172.68675,202.47,202.47
group,1/3/2017 16:30,194.13,172.68675,194.13,194.13
group,1/3/2017 16:45,195.22,172.68675,195.22,195.22
group,1/3/2017 17:00,205.86,172.68675,205.86,205.86
group,1/3/2017 17:15,199.6,172.68675,199.6,199.6
group,1/3/2017 17:30,194.5,172.68675,194.5,194.5
group,1/3/2017 17:45,187.86,172.68675,187.86,187.86
group,1/3/2017 18:00,188.18,172.68675,188.18,188.18
group,1/3/2017 18:15,191.2,172.68675,191.2,191.2
group,1/3/2017 18:30,191.08,172.68675,191.08,191.08
group,1/3/2017 18:45,178.85,172.68675,178.85,178.85
group,1/3/2017 19:00,176.92,172.68675,176.92,176.92
group,1/3/2017 19:15,178.08,172.68675,178.08,178.08
group,1/3/2017 19:30,187.35,172.68675,187.35,187.35
group,1/3/2017 19:45,184.07,172.68675,184.07,184.07
group,1/3/2017 20:00,176.97,172.68675,176.97,176.97
group,1/3/2017 20:15,181.89,172.68675,181.89,181.89
group,1/3/2017 20:30,179.34,172.68675,179.34,179.34
group,1/3/2017 20:45,171.01,172.68675,171.01,171.01
group,1/3/2017 21:00,178.11,172.68675,178.11,178.11
group,1/3/2017 21:15,173.25,172.68675,173.25,173.25
group,1/3/2017 21:30,166.15,172.68675,166.15,166.15
group,1/3/2017 21:45,164.55,172.68675,164.55,164.55
group,1/3/2017 22:00,169.09,172.68675,169.09,169.09
group,1/3/2017 22:15,157.02,172.68675,157.02,157.02
group,1/3/2017 22:30,151.92,172.68675,151.92,151.92
group,1/3/2017 22:45,151.14,172.68675,151.14,151.14
group,1/3/2017 23:00,145.99,172.68675,145.99,145.99
group,1/3/2017 23:15,146.5,172.68675,146.5,146.5
group,1/3/2017 23:30,150.56,172.68675,150.56,150.56
group,1/3/2017 23:45,146.09,172.68675,146.09,146.09
group,1/4/2017 0:00,148.76,172.68675,148.76,148.76
group,1/4/2017 0:15,148.8,172.68675,148.8,148.8
group,1/4/2017 0:30,140.01,172.68675,140.01,140.01
group,1/4/2017 0:45,140.69,172.68675,140.69,140.69
group,1/4/2017 1:00,144.7,172.68675,144.7,144.7
group,1/4/2017 1:15,143.62,172.68675,143.62,143.62
group,1/4/2017 1:30,149.45,172.68675,149.45,149.45
group,1/4/2017 1:45,144.04,172.68675,144.04,144.04
group,1/4/2017 2:00,148.16,172.68675,148.16,148.16
group,1/4/2017 2:15,147.26,172.68675,147.26,147.26
group,1/4/2017 2:30,147.96,172.68675,147.96,147.96
group,1/4/2017 2:45,142.4,172.68675,142.4,142.4
group,1/4/2017 3:00,152.56,172.68675,152.56,152.56
group,1/4/2017 3:15,141.65,172.68675,141.65,141.65
group,1/4/2017 3:30,147.61,172.68675,147.61,147.61
group,1/4/2017 3:45,147.01,172.68675,147.01,147.01
group,1/4/2017 4:00,153.3,172.68675,153.3,153.3
group,1/4/2017 4:15,149.99,172.68675,149.99,149.99
group,1/4/2017 4:30,150.64,172.68675,150.64,150.64
group,1/4/2017 4:45,149.43,172.68675,149.43,149.43
group,1/4/2017 5:00,152.32,172.68675,152.32,152.32
group,1/4/2017 5:15,161.26,172.68675,161.26,161.26
group,1/4/2017 5:30,157.68,172.68675,157.68,157.68
group,1/4/2017 5:45,158.32,172.68675,158.32,158.32
group,1/4/2017 6:00,165.72,172.68675,165.72,165.72
group,1/4/2017 6:15,170.25,172.68675,170.25,170.25
group,1/4/2017 6:30,160.1,172.68675,160.1,160.1
group,1/4/2017 6:45,170.57,172.68675,170.57,170.57
group,1/4/2017 7:00,171.15,172.68675,171.15,171.15
group,1/4/2017 7:15,172.74,172.68675,172.74,172.74
group,1/4/2017 7:30,175.32,172.68675,175.32,175.32
group,1/4/2017 7:45,172.45,172.68675,172.45,172.45
group,1/4/2017 8:00,186.89,172.68675,186.89,186.89
group,1/4/2017 8:15,191.62,172.68675,191.62,191.62
group,1/4/2017 8:30,191.18,172.68675,191.18,191.18
group,1/4/2017 8:45,198.34,172.68675,198.34,198.34
group,1/4/2017 9:00,209.22,172.68675,209.22,209.22
group,1/4/2017 9:15,203.17,172.68675,203.17,203.17
group,1/4/2017 9:30,203.25,172.68675,203.25,203.25
group,1/4/2017 9:45,200.22,172.68675,200.22,200.22
group,1/4/2017 10:00,196.33,172.68675,196.33,196.33
group,1/4/2017 10:15,209.24,172.68675,209.24,209.24
group,1/4/2017 10:30,204.99,172.68675,204.99,204.99
group,1/4/2017 10:45,203.17,172.68675,203.17,203.17
group,1/4/2017 11:00,207.38,172.68675,207.38,207.38
group,1/4/2017 11:15,211.44,172.68675,211.44,211.44
group,1/4/2017 11:30,204.57,172.68675,204.57,204.57
group,1/4/2017 11:45,199.49,172.68675,199.49,199.49
group,1/4/2017 12:00,199.57,172.68675,199.57,199.57
group,1/4/2017 12:15,207.98,172.68675,207.98,207.98
group,1/4/2017 12:30,206.67,172.68675,206.67,206.67
group,1/4/2017 12:45,203.17,172.68675,203.17,203.17
group,1/4/2017 13:00,200.34,172.68675,200.34,200.34
group,1/4/2017 13:15,204.88,172.68675,204.88,204.88
group,1/4/2017 13:30,211.18,172.68675,211.18,211.18
group,1/4/2017 13:45,198.41,172.68675,198.41,198.41
group,1/4/2017 14:00,199.05,172.68675,199.05,199.05
group,1/4/2017 14:15,200.32,172.68675,200.32,200.32
group,1/4/2017 14:30,206.86,172.68675,206.86,206.86
group,1/4/2017 14:45,202.56,172.68675,202.56,202.56
group,1/4/2017 15:00,195.84,172.68675,195.84,195.84
group,1/4/2017 15:15,199.44,172.68675,199.44,199.44
group,1/4/2017 15:30,198.59,172.68675,198.59,198.59
group,1/4/2017 15:45,198.92,172.68675,198.92,198.92
group,1/4/2017 16:00,199.4,172.68675,199.4,199.4
group,1/4/2017 16:15,201.82,172.68675,201.82,201.82
group,1/4/2017 16:30,196.05,172.68675,196.05,196.05
group,1/4/2017 16:45,199.58,172.68675,199.58,199.58
group,1/4/2017 17:00,207.62,172.68675,207.62,207.62
group,1/4/2017 17:15,199.57,172.68675,199.57,199.57
group,1/4/2017 17:30,201.48,172.68675,201.48,201.48
group,1/4/2017 17:45,193.49,172.68675,193.49,193.49
group,1/4/2017 18:00,191.08,172.68675,191.08,191.08
group,1/4/2017 18:15,190.7,172.68675,190.7,190.7
group,1/4/2017 18:30,195.18,172.68675,195.18,195.18
group,1/4/2017 18:45,184.96,172.68675,184.96,184.96
group,1/4/2017 19:00,183.15,172.68675,183.15,183.15
group,1/4/2017 19:15,177.68,172.68675,177.68,177.68
group,1/4/2017 19:30,183.57,172.68675,183.57,183.57
group,1/4/2017 19:45,180.45,172.68675,180.45,180.45
group,1/4/2017 20:00,178.51,172.68675,178.51,178.51
group,1/4/2017 20:15,174.05,172.68675,174.05,174.05
group,1/4/2017 20:30,177.06,172.68675,177.06,177.06
group,1/4/2017 20:45,172.56,172.68675,172.56,172.56
group,1/4/2017 21:00,167.09,172.68675,167.09,167.09
group,1/4/2017 21:15,174.21,172.68675,174.21,174.21
group,1/4/2017 21:30,172.61,172.68675,172.61,172.61
group,1/4/2017 21:45,165.23,172.68675,165.23,165.23
group,1/4/2017 22:00,163.94,172.68675,163.94,163.94
group,1/4/2017 22:15,161.55,172.68675,161.55,161.55
group,1/4/2017 22:30,153.42,172.68675,153.42,153.42
group,1/4/2017 22:45,147.84,172.68675,147.84,147.84
group,1/4/2017 23:00,148.75,172.68675,148.75,148.75
group,1/4/2017 23:15,144.28,172.68675,144.28,144.28
group,1/4/2017 23:30,146.07,172.68675,146.07,146.07
group,1/4/2017 23:45,148.27,172.68675,148.27,148.27
group,1/5/2017 0:00,147.06,172.68675,147.06,147.06
group,1/5/2017 0:15,142.6201,172.68675,142.6201,142.6201
group,1/5/2017 0:30,140.29,172.68675,140.29,140.29
group,1/5/2017 0:45,141.54,172.68675,141.54,141.54
group,1/5/2017 1:00,148.74,172.68675,148.74,148.74
group,1/5/2017 1:15,141.91,172.68675,141.91,141.91
group,1/5/2017 1:30,140.18,172.68675,140.18,140.18
group,1/5/2017 1:45,141.36,172.68675,141.36,141.36
group,1/5/2017 2:00,150,172.68675,150,150
group,1/5/2017 2:15,145.31,172.68675,145.31,145.31
group,1/5/2017 2:30,138.05,172.68675,138.05,138.05
group,1/5/2017 2:45,149.99,172.68675,149.99,149.99
group,1/5/2017 3:00,139.1,172.68675,139.1,139.1
group,1/5/2017 3:15,139.65,172.68675,139.65,139.65
group,1/5/2017 3:30,147.26,172.68675,147.26,147.26
group,1/5/2017 3:45,145.36,172.68675,145.36,145.36
group,1/5/2017 4:00,141.01,172.68675,141.01,141.01
group,1/5/2017 4:15,141.72,172.68675,141.72,141.72
group,1/5/2017 4:30,151.76,172.68675,151.76,151.76
group,1/5/2017 4:45,148.54,172.68675,148.54,148.54
group,1/5/2017 5:00,145.66,172.68675,145.66,145.66
group,1/5/2017 5:15,151.48,172.68675,151.48,151.48
group,1/5/2017 5:30,163.15,172.68675,163.15,163.15
group,1/5/2017 5:45,153.71,172.68675,153.71,153.71
group,1/5/2017 6:00,151.34,172.68675,151.34,151.34
group,1/5/2017 6:15,159.03,172.68675,159.03,159.03
group,1/5/2017 6:30,160.77,172.68675,160.77,160.77
group,1/5/2017 6:45,160.45,172.68675,160.45,160.45
group,1/5/2017 7:00,163.18,172.68675,163.18,163.18
group,1/5/2017 7:15,168.23,172.68675,168.23,168.23
group,1/5/2017 7:30,167.17,172.68675,167.17,167.17
group,1/5/2017 7:45,174.65,172.68675,174.65,174.65
group,1/5/2017 8:00,181.34,172.68675,181.34,181.34
group,1/5/2017 8:15,184.83,172.68675,184.83,184.83
group,1/5/2017 8:30,188.05,172.68675,188.05,188.05
group,1/5/2017 8:45,187.15,172.68675,187.15,187.15
group,1/5/2017 9:00,189.59,172.68675,189.59,189.59
group,1/5/2017 9:15,187.71,172.68675,187.71,187.71
group,1/5/2017 9:30,190.05,172.68675,190.05,190.05
group,1/5/2017 9:45,194.39,172.68675,194.39,194.39
group,1/5/2017 10:00,195.16,172.68675,195.16,195.16
group,1/5/2017 10:15,193.35,172.68675,193.35,193.35
group,1/5/2017 10:30,195.3,172.68675,195.3,195.3
group,1/5/2017 10:45,201.33,172.68675,201.33,201.33
group,1/5/2017 11:00,200.41,172.68675,200.41,200.41
group,1/5/2017 11:15,198.92,172.68675,198.92,198.92
group,1/5/2017 11:30,195.28,172.68675,195.28,195.28
group,1/5/2017 11:45,196.97,172.68675,196.97,196.97
group,1/5/2017 12:00,191.54,172.68675,191.54,191.54
group,1/5/2017 12:15,198.92,172.68675,198.92,198.92
group,1/5/2017 12:30,195.27,172.68675,195.27,195.27
group,1/5/2017 12:45,201.01,172.68675,201.01,201.01
group,1/5/2017 13:00,200.83,172.68675,200.83,200.83
group,1/5/2017 13:15,200.22,172.68675,200.22,200.22
group,1/5/2017 13:30,207.04,172.68675,207.04,207.04
group,1/5/2017 13:45,197.41,172.68675,197.41,197.41
group,1/5/2017 14:00,201.23,172.68675,201.23,201.23
group,1/5/2017 14:15,192.19,172.68675,192.19,192.19
group,1/5/2017 14:30,197.91,172.68675,197.91,197.91
group,1/5/2017 14:45,195.26,172.68675,195.26,195.26
group,1/5/2017 15:00,196.84,172.68675,196.84,196.84
group,1/5/2017 15:15,194.08,172.68675,194.08,194.08
group,1/5/2017 15:30,195.54,172.68675,195.54,195.54
group,1/5/2017 15:45,194.39,172.68675,194.39,194.39
group,1/5/2017 16:00,196.52,172.68675,196.52,196.52
group,1/5/2017 16:15,196.5,172.68675,196.5,196.5
group,1/5/2017 16:30,194.36,172.68675,194.36,194.36
group,1/5/2017 16:45,196.98,172.68675,196.98,196.98
group,1/5/2017 17:00,194.86,172.68675,194.86,194.86
group,1/5/2017 17:15,202.27,172.68675,202.27,202.27
group,1/5/2017 17:30,199.84,172.68675,199.84,199.84
group,1/5/2017 17:45,188.07,172.68675,188.07,188.07
group,1/5/2017 18:00,189.03,172.68675,189.03,189.03
group,1/5/2017 18:15,193.01,172.68675,193.01,193.01
group,1/5/2017 18:30,187.63,172.68675,187.63,187.63
group,1/5/2017 18:45,179.91,172.68675,179.91,179.91
group,1/5/2017 19:00,182.46,172.68675,182.46,182.46
group,1/5/2017 19:15,179.19,172.68675,179.19,179.19
group,1/5/2017 19:30,175.6,172.68675,175.6,175.6
group,1/5/2017 19:45,176.31,172.68675,176.31,176.31
group,1/5/2017 20:00,182,172.68675,182,182
group,1/5/2017 20:15,174.08,172.68675,174.08,174.08
