CustomerID,datetime,NormDelta,AbsDelta,Leaders,Demand
delta,2017-04-12 06:15,0.15141,0.27215,0.19280,1.58163
delta,2017-04-12 06:30,0.13130,0.23600,0.19200,1.61009
delta,2017-04-12 06:45,0.09082,0.16324,0.19760,1.73670
delta,2017-04-12 07:00,0.05295,0.09517,0.19840,1.81245
delta,2017-04-12 07:15,-0.04238,-0.07617,0.19640,1.96457
delta,2017-04-12 07:30,-0.12221,-0.21966,0.19200,2.06575
delta,2017-04-12 07:45,-0.16023,-0.28800,0.19320,2.14563
delta,2017-04-12 08:00,-0.18646,-0.33515,0.19800,2.23893
delta,2017-04-12 08:15,-0.20345,-0.36568,0.20320,2.31944
delta,2017-04-12 08:30,-0.21364,-0.38400,0.20640,2.36854
delta,2017-04-12 08:45,-0.27916,-0.50176,0.20240,2.44784
delta,2017-04-12 09:00,-0.30857,-0.55463,0.20640,2.53917
delta,2017-04-12 09:15,-0.34745,-0.62451,0.20440,2.58982
delta,2017-04-12 09:30,-0.34837,-0.62616,0.21080,2.65301
delta,2017-04-12 09:45,-0.35814,-0.64372,0.21280,2.68981
delta,2017-04-12 10:00,-0.35150,-0.63179,0.21680,2.71634
delta,2017-04-12 10:15,-0.38761,-0.69669,0.21080,2.72355
delta,2017-04-12 10:30,-0.40064,-0.72011,0.21040,2.74311
delta,2017-04-12 10:45,-0.42203,-0.75856,0.20960,2.77388
delta,2017-04-12 11:00,-0.42853,-0.77024,0.20960,2.78556
delta,2017-04-12 11:15,-0.44876,-0.80661,0.20800,2.80653
delta,2017-04-12 11:30,-0.46708,-0.83953,0.20400,2.80099
delta,2017-04-12 11:45,-0.45011,-0.80903,0.20800,2.80896
delta,2017-04-12 12:00,-0.43143,-0.77546,0.21000,2.79461
delta,2017-04-12 12:15,-0.44671,-0.80292,0.20920,2.81439
delta,2017-04-12 12:30,-0.42459,-0.76316,0.21480,2.82848
delta,2017-04-12 12:45,-0.47580,-0.85521,0.20880,2.86283
delta,2017-04-12 13:00,-0.50558,-0.90873,0.20680,2.89713
delta,2017-04-12 13:15,-0.49876,-0.89648,0.20800,2.89640
delta,2017-04-12 13:30,-0.50687,-0.91105,0.20840,2.91483
delta,2017-04-12 13:45,-0.52210,-0.93843,0.20960,2.95374
delta,2017-04-12 14:00,-0.55713,-1.00139,0.20240,2.94746
delta,2017-04-12 14:15,-0.55474,-0.99710,0.20200,2.93933
delta,2017-04-12 14:30,-0.56027,-1.00703,0.20040,2.93390
delta,2017-04-12 14:45,-0.57113,-1.02655,0.19880,2.93803
delta,2017-04-12 15:00,-0.57277,-1.02950,0.19720,2.92559
delta,2017-04-12 15:15,-0.56006,-1.00666,0.19680,2.89891
delta,2017-04-12 15:30,-0.51760,-0.93034,0.19920,2.84565
delta,2017-04-12 15:45,-0.52167,-0.93765,0.19480,2.81066
delta,2017-04-12 16:00,-0.47419,-0.85231,0.19440,2.72147
delta,2017-04-12 16:15,-0.47329,-0.85070,0.18760,2.65446
delta,2017-04-12 16:30,-0.40158,-0.72180,0.19080,2.55635
delta,2017-04-12 16:45,-0.29890,-0.53725,0.19280,2.39102
delta,2017-04-12 17:00,-0.22677,-0.40760,0.19240,2.25754
delta,2017-04-12 17:15,-0.05396,-0.09699,0.19080,1.93154
delta,2017-04-12 17:30,-0.02988,-0.05371,0.18200,1.80365
delta,2017-04-12 17:45,0.00225,0.00404,0.17520,1.68051
delta,2017-04-12 18:00,0.07903,0.14205,0.17840,1.57328
delta,2017-04-12 18:15,0.18017,0.32384,0.18440,1.44917
delta,2017-04-12 18:30,0.20796,0.37379,0.18280,1.38385
delta,2017-04-12 18:45,0.19360,0.34798,0.17920,1.37503
delta,2017-04-12 19:00,0.22553,0.40537,0.18080,1.33303
delta,2017-04-12 19:15,0.28221,0.50725,0.18360,1.25807
delta,2017-04-12 19:30,0.24546,0.44119,0.17600,1.25105
delta,2017-04-12 19:45,0.25313,0.45498,0.17360,1.21419
delta,2017-04-12 20:00,0.27904,0.50155,0.17560,1.18685
delta,2017-04-12 20:15,0.28784,0.51737,0.17440,1.15949
delta,2017-04-12 20:30,0.30151,0.54194,0.17200,1.11185
delta,2017-04-12 20:45,0.32118,0.57729,0.17120,1.06879
delta,2017-04-12 21:00,0.31567,0.56739,0.17240,1.09024
delta,2017-04-12 21:15,0.36368,0.65368,0.17560,1.03472
delta,2017-04-12 21:30,0.34993,0.62897,0.17120,1.01711
delta,2017-04-12 21:45,0.37503,0.67408,0.17240,0.98354
delta,2017-04-12 22:00,0.37724,0.67805,0.17120,0.96803
delta,2017-04-12 22:15,0.36819,0.66179,0.16880,0.96123
delta,2017-04-12 22:30,0.37227,0.66912,0.16880,0.95390
delta,2017-04-12 22:45,0.38558,0.69305,0.17080,0.94919
delta,2017-04-12 23:00,0.36287,0.65223,0.16520,0.93618
delta,2017-04-12 23:15,0.38233,0.68720,0.17080,0.95504
delta,2017-04-12 23:30,0.39045,0.70180,0.16920,0.92507
delta,2017-04-12 23:45,0.42379,0.76172,0.17680,0.93821
delta,2017-04-13 00:00,0.38867,0.68550,0.17960,0.91726
delta,2017-04-13 00:15,0.32092,0.56601,0.16600,0.91539
delta,2017-04-13 00:30,0.32300,0.56968,0.16560,0.90817
delta,2017-04-13 00:45,0.31676,0.55867,0.16440,0.90845
delta,2017-04-13 01:00,0.34276,0.60453,0.16800,0.89473
delta,2017-04-13 01:15,0.34655,0.61121,0.16920,0.89875
delta,2017-04-13 01:30,0.34567,0.60966,0.16840,0.89315
delta,2017-04-13 01:45,0.31896,0.56255,0.16520,0.91172
delta,2017-04-13 02:00,0.32440,0.57214,0.16400,0.89140
delta,2017-04-13 02:15,0.28592,0.50428,0.16080,0.93071
delta,2017-04-13 02:30,0.28849,0.50881,0.16200,0.93690
delta,2017-04-13 02:45,0.32751,0.57763,0.17000,0.93947
delta,2017-04-13 03:00,0.32578,0.57458,0.17080,0.94967
delta,2017-04-13 03:15,0.34019,0.59999,0.17480,0.95995
delta,2017-04-13 03:30,0.28866,0.50911,0.16640,0.97585
delta,2017-04-13 03:45,0.27587,0.48655,0.16560,0.99129
delta,2017-04-13 04:00,0.29047,0.51230,0.17080,1.01195
delta,2017-04-13 04:15,0.22032,0.38858,0.16800,1.11066
delta,2017-04-13 04:30,0.22682,0.40004,0.17360,1.14917
delta,2017-04-13 04:45,0.23900,0.42152,0.17800,1.16696
delta,2017-04-13 05:00,0.28308,0.49927,0.19160,1.21059
delta,2017-04-13 05:15,0.16370,0.28872,0.18640,1.37473
delta,2017-04-13 05:30,0.08951,0.15787,0.18040,1.45203
delta,2017-04-13 05:45,0.11547,0.20365,0.18240,1.42410
delta,2017-04-13 06:00,0.11100,0.19577,0.18640,1.46768
delta,2017-04-13 06:15,0.09789,0.17265,0.19560,1.57290
delta,2017-04-13 06:30,0.04489,0.07917,0.19320,1.64497
delta,2017-04-13 06:45,0.00125,0.00220,0.19520,1.73978
delta,2017-04-13 07:00,-0.06687,-0.11794,0.19480,1.85634
delta,2017-04-13 07:15,-0.13870,-0.24463,0.19120,1.95092
delta,2017-04-13 07:30,-0.18931,-0.33389,0.19160,2.04374
delta,2017-04-13 07:45,-0.19596,-0.34561,0.19960,2.12686
delta,2017-04-13 08:00,-0.21566,-0.38036,0.20600,2.21872
delta,2017-04-13 08:15,-0.26117,-0.46063,0.20720,2.30970
delta,2017-04-13 08:30,-0.21646,-0.38177,0.22480,2.38790
delta,2017-04-13 08:45,-0.23866,-0.42092,0.22920,2.46631
delta,2017-04-13 09:00,-0.26901,-0.47445,0.23280,2.55198
delta,2017-04-13 09:15,-0.30586,-0.53945,0.23080,2.59913
delta,2017-04-13 09:30,-0.29010,-0.51165,0.23680,2.62487
delta,2017-04-13 09:45,-0.32313,-0.56990,0.23360,2.65458
delta,2017-04-13 10:00,-0.33866,-0.59729,0.23040,2.65341
delta,2017-04-13 10:15,-0.35220,-0.62118,0.23240,2.69512
delta,2017-04-13 10:30,-0.35715,-0.62991,0.23440,2.72171
delta,2017-04-13 10:45,-0.38965,-0.68723,0.23040,2.74335
delta,2017-04-13 11:00,-0.38882,-0.68576,0.23120,2.74900
delta,2017-04-13 11:15,-0.45520,-0.80284,0.22440,2.80542
delta,2017-04-13 11:30,-0.42563,-0.75068,0.22400,2.74968
delta,2017-04-13 11:45,-0.41308,-0.72855,0.22640,2.74896
delta,2017-04-13 12:00,-0.40264,-0.71014,0.23280,2.78768
delta,2017-04-13 12:15,-0.42476,-0.74915,0.23080,2.80883
delta,2017-04-13 12:30,-0.41686,-0.73522,0.23040,2.79134
delta,2017-04-13 12:45,-0.47138,-0.83137,0.22440,2.83395
delta,2017-04-13 13:00,-0.44626,-0.78707,0.23160,2.85390
delta,2017-04-13 13:15,-0.48670,-0.85839,0.22600,2.87523
delta,2017-04-13 13:30,-0.48880,-0.86210,0.22640,2.88252
delta,2017-04-13 13:45,-0.46978,-0.82855,0.22920,2.87395
delta,2017-04-13 14:00,-0.49407,-0.87139,0.22760,2.90253
delta,2017-04-13 14:15,-0.46994,-0.82883,0.22960,2.87781
delta,2017-04-13 14:30,-0.46212,-0.81504,0.22720,2.84259
delta,2017-04-13 14:45,-0.52030,-0.91765,0.21400,2.82740
delta,2017-04-13 15:00,-0.49438,-0.87194,0.21440,2.78526
delta,2017-04-13 15:15,-0.44554,-0.78580,0.21680,2.72055
delta,2017-04-13 15:30,-0.42867,-0.75605,0.21720,2.69435
delta,2017-04-13 15:45,-0.37798,-0.66664,0.22120,2.64064
delta,2017-04-13 16:00,-0.37606,-0.66326,0.21880,2.61585
delta,2017-04-13 16:15,-0.32565,-0.57435,0.21800,2.51980
delta,2017-04-13 16:30,-0.29375,-0.51809,0.21600,2.44568
delta,2017-04-13 16:45,-0.22969,-0.40510,0.21280,2.30414
delta,2017-04-13 17:00,-0.14978,-0.26417,0.21200,2.15606
delta,2017-04-13 17:15,0.02201,0.03882,0.21080,1.84237
delta,2017-04-13 17:30,0.02347,0.04139,0.19720,1.71844
delta,2017-04-13 17:45,0.07891,0.13917,0.19480,1.59923
delta,2017-04-13 18:00,0.13550,0.23898,0.19400,1.49229
delta,2017-04-13 18:15,0.19513,0.34415,0.19160,1.36571
delta,2017-04-13 18:30,0.23148,0.40826,0.19520,1.33372
delta,2017-04-13 18:45,0.21775,0.38405,0.19000,1.31153
delta,2017-04-13 19:00,0.21333,0.37625,0.18680,1.29076
delta,2017-04-13 19:15,0.23439,0.41339,0.18640,1.25006
delta,2017-04-13 19:30,0.28767,0.50736,0.19280,1.21320
delta,2017-04-13 19:45,0.27091,0.47780,0.18680,1.18921
delta,2017-04-13 20:00,0.30266,0.53380,0.18760,1.14036
delta,2017-04-13 20:15,0.31100,0.54851,0.18720,1.12209
delta,2017-04-13 20:30,0.30054,0.53006,0.18080,1.08343
delta,2017-04-13 20:45,0.30572,0.53920,0.18080,1.07428
delta,2017-04-13 21:00,0.33126,0.58424,0.18200,1.03995
delta,2017-04-13 21:15,0.34148,0.60227,0.18120,1.01478
delta,2017-04-13 21:30,0.34868,0.61497,0.18000,0.99138
delta,2017-04-13 21:45,0.35460,0.62541,0.17880,0.97022
delta,2017-04-13 22:00,0.37465,0.66077,0.18200,0.96342
delta,2017-04-13 22:15,0.35050,0.61818,0.17680,0.95961
delta,2017-04-13 22:30,0.37104,0.65440,0.17600,0.91624
delta,2017-04-13 22:45,0.37033,0.65315,0.17640,0.92106
delta,2017-04-13 23:00,0.33899,0.59788,0.17000,0.91923
delta,2017-04-13 23:15,0.38052,0.67112,0.17880,0.92452
delta,2017-04-13 23:30,0.38477,0.67862,0.17880,0.91702
delta,2017-04-13 23:45,0.38560,0.68008,0.17760,0.90483
delta,2017-04-14 00:00,0.35741,0.58047,0.18640,0.90632
delta,2017-04-14 00:15,0.35648,0.57896,0.18560,0.90144
delta,2017-04-14 00:30,0.31796,0.51640,0.17800,0.90337
delta,2017-04-14 00:45,0.32073,0.52090,0.17840,0.90207
delta,2017-04-14 01:00,0.30617,0.49725,0.17600,0.90657
delta,2017-04-14 01:15,0.34304,0.55713,0.18280,0.90093
delta,2017-04-14 01:30,0.34595,0.56186,0.18320,0.89940
delta,2017-04-14 01:45,0.30582,0.49668,0.17520,0.90075
delta,2017-04-14 02:00,0.30270,0.49162,0.17480,0.90264
delta,2017-04-14 02:15,0.29278,0.47550,0.17320,0.90598
delta,2017-04-14 02:30,0.28233,0.45853,0.17400,0.92935
delta,2017-04-14 02:45,0.28213,0.45821,0.17400,0.92966
delta,2017-04-14 03:00,0.31317,0.50862,0.18280,0.94945
delta,2017-04-14 03:15,0.32904,0.53439,0.18480,0.93962
delta,2017-04-14 03:30,0.31400,0.50997,0.18400,0.95766
delta,2017-04-14 03:45,0.26986,0.43828,0.17600,0.96554
delta,2017-04-14 04:00,0.23765,0.38597,0.17480,1.00829
delta,2017-04-14 04:15,0.20817,0.33809,0.17760,1.07850
delta,2017-04-14 04:30,0.19451,0.31590,0.17920,1.11346
delta,2017-04-14 04:45,0.16588,0.26941,0.17640,1.13759
delta,2017-04-14 05:00,0.19364,0.31449,0.18640,1.17229
delta,2017-04-14 05:15,0.09526,0.15471,0.18560,1.32569
delta,2017-04-14 05:30,0.07241,0.11760,0.18640,1.36918
delta,2017-04-14 05:45,0.10793,0.17529,0.19240,1.35935
delta,2017-04-14 06:00,0.11263,0.18292,0.19520,1.37404
delta,2017-04-14 06:15,0.11526,0.18719,0.20640,1.45911
delta,2017-04-14 06:30,0.05399,0.08769,0.20080,1.51396
delta,2017-04-14 06:45,0.01918,0.03115,0.20360,1.59283
delta,2017-04-14 07:00,-0.02362,-0.03836,0.20440,1.66871
delta,2017-04-14 07:15,-0.12793,-0.20777,0.19960,1.79983
delta,2017-04-14 07:30,-0.15747,-0.25575,0.20560,1.89567
delta,2017-04-14 07:45,-0.20355,-0.33059,0.20600,1.97371
delta,2017-04-14 08:00,-0.25062,-0.40703,0.20640,2.05334
delta,2017-04-14 08:15,-0.29833,-0.48452,0.20960,2.15635
delta,2017-04-14 08:30,-0.31389,-0.50979,0.21200,2.20076
delta,2017-04-14 08:45,-0.35525,-0.57696,0.20960,2.24880
delta,2017-04-14 09:00,-0.31432,-0.51049,0.22080,2.27164
delta,2017-04-14 09:15,-0.35385,-0.57469,0.21840,2.31669
delta,2017-04-14 09:30,-0.37487,-0.60883,0.22200,2.37955
delta,2017-04-14 09:45,-0.35449,-0.57573,0.22880,2.40070
delta,2017-04-14 10:00,-0.32310,-0.52475,0.23280,2.38161
delta,2017-04-14 10:15,-0.38251,-0.62123,0.22760,2.43663
delta,2017-04-14 10:30,-0.40850,-0.66344,0.22560,2.46288
delta,2017-04-14 10:45,-0.40428,-0.65659,0.22440,2.44646
delta,2017-04-14 11:00,-0.41561,-0.67499,0.22520,2.47124
delta,2017-04-14 11:15,-0.38882,-0.63148,0.22920,2.45964
delta,2017-04-14 11:30,-0.41159,-0.66846,0.22280,2.44557
delta,2017-04-14 11:45,-0.38938,-0.63239,0.22760,2.44780
delta,2017-04-14 12:00,-0.39667,-0.64423,0.22840,2.46602
delta,2017-04-14 12:15,-0.40782,-0.66234,0.23080,2.50327
delta,2017-04-14 12:30,-0.42330,-0.68748,0.22600,2.49013
delta,2017-04-14 12:45,-0.44176,-0.71746,0.22400,2.50415
delta,2017-04-14 13:00,-0.43302,-0.70327,0.22800,2.52185
delta,2017-04-14 13:15,-0.41571,-0.67515,0.23200,2.52565
delta,2017-04-14 13:30,-0.40327,-0.65495,0.23320,2.51503
delta,2017-04-14 13:45,-0.41027,-0.66632,0.23320,2.52638
delta,2017-04-14 14:00,-0.40091,-0.65112,0.23480,2.52395
delta,2017-04-14 14:15,-0.42009,-0.68227,0.22880,2.50723
delta,2017-04-14 14:30,-0.43891,-0.71283,0.22320,2.49314
delta,2017-04-14 14:45,-0.43154,-0.70086,0.22120,2.46523
delta,2017-04-14 15:00,-0.42942,-0.69742,0.22200,2.46815
delta,2017-04-14 15:15,-0.41376,-0.67199,0.22040,2.42997
delta,2017-04-14 15:30,-0.36941,-0.59996,0.22120,2.36432
delta,2017-04-14 15:45,-0.40316,-0.65477,0.21440,2.36489
delta,2017-04-14 16:00,-0.34946,-0.56756,0.21760,2.30319
delta,2017-04-14 16:15,-0.32935,-0.53490,0.21680,2.26416
delta,2017-04-14 16:30,-0.26897,-0.43683,0.21640,2.16290
delta,2017-04-14 16:45,-0.21967,-0.35677,0.21360,2.06049
delta,2017-04-14 17:00,-0.14851,-0.24120,0.21080,1.92259
delta,2017-04-14 17:15,-0.01187,-0.01928,0.20800,1.67834
delta,2017-04-14 17:30,0.00750,0.01218,0.19720,1.56075
delta,2017-04-14 17:45,0.07252,0.11778,0.19760,1.45832
delta,2017-04-14 18:00,0.11168,0.18138,0.19880,1.40429
delta,2017-04-14 18:15,0.16609,0.26975,0.19760,1.30637
delta,2017-04-14 18:30,0.21568,0.35029,0.20080,1.25135
delta,2017-04-14 18:45,0.21809,0.35420,0.20320,1.26657
delta,2017-04-14 19:00,0.24699,0.40114,0.20400,1.22602
delta,2017-04-14 19:15,0.27358,0.44432,0.20640,1.20197
delta,2017-04-14 19:30,0.27095,0.44005,0.20200,1.17116
delta,2017-04-14 19:45,0.27467,0.44609,0.20160,1.16194
delta,2017-04-14 20:00,0.27127,0.44057,0.19760,1.13553
delta,2017-04-14 20:15,0.30880,0.50152,0.20080,1.10011
delta,2017-04-14 20:30,0.32612,0.52965,0.20200,1.08156
delta,2017-04-14 20:45,0.30903,0.50190,0.19720,1.07103
delta,2017-04-14 21:00,0.31131,0.50560,0.19360,1.03861
delta,2017-04-14 21:15,0.32405,0.52629,0.19200,1.00515
delta,2017-04-14 21:30,0.36782,0.59738,0.19680,0.97235
delta,2017-04-14 21:45,0.35705,0.57988,0.19240,0.95474
delta,2017-04-14 22:00,0.38681,0.62822,0.19560,0.93193
delta,2017-04-14 22:15,0.40068,0.65074,0.19960,0.94131
delta,2017-04-14 22:30,0.37816,0.61417,0.19320,0.92683
delta,2017-04-14 22:45,0.40579,0.65904,0.19800,0.92026
delta,2017-04-14 23:00,0.37886,0.61531,0.19280,0.92252
delta,2017-04-14 23:15,0.37305,0.60587,0.19000,0.90962
delta,2017-04-14 23:30,0.41454,0.67325,0.19760,0.90285
delta,2017-04-14 23:45,0.43168,0.70109,0.20160,0.90692
delta,2017-04-15 00:00,0.31948,0.37138,0.19920,0.89041
delta,2017-04-15 00:15,0.28969,0.33675,0.19560,0.90224
delta,2017-04-15 00:30,0.26168,0.30419,0.19000,0.89933
delta,2017-04-15 00:45,0.26608,0.30930,0.18840,0.88407
delta,2017-04-15 01:00,0.27915,0.32450,0.19120,0.88662
delta,2017-04-15 01:15,0.25651,0.29818,0.19120,0.91294
delta,2017-04-15 01:30,0.27654,0.32146,0.19280,0.89980
delta,2017-04-15 01:45,0.30092,0.34980,0.19440,0.88158
delta,2017-04-15 02:00,0.29081,0.33805,0.19600,0.90346
delta,2017-04-15 02:15,0.27251,0.31678,0.19160,0.89688
delta,2017-04-15 02:30,0.29646,0.34462,0.19600,0.89690
delta,2017-04-15 02:45,0.28519,0.33152,0.19480,0.90240
delta,2017-04-15 03:00,0.24528,0.28513,0.19040,0.92093
delta,2017-04-15 03:15,0.30958,0.35987,0.20120,0.91459
delta,2017-04-15 03:30,0.29152,0.33888,0.20000,0.92798
delta,2017-04-15 03:45,0.21672,0.25193,0.18840,0.94145
delta,2017-04-15 04:00,0.20815,0.24196,0.18800,0.94888
delta,2017-04-15 04:15,0.17046,0.19815,0.18440,0.96989
delta,2017-04-15 04:30,0.17200,0.19994,0.18280,0.95796
delta,2017-04-15 04:45,0.16922,0.19671,0.18520,0.97640
delta,2017-04-15 05:00,0.18747,0.21792,0.18960,0.98306
delta,2017-04-15 05:15,0.14577,0.16945,0.19640,1.07460
delta,2017-04-15 05:30,0.15528,0.18051,0.19320,1.04329
delta,2017-04-15 05:45,0.17376,0.20199,0.18960,0.99899
delta,2017-04-15 06:00,0.13297,0.15457,0.18240,1.00081
delta,2017-04-15 06:15,0.06835,0.07945,0.18000,1.06072
delta,2017-04-15 06:30,0.03601,0.04186,0.17600,1.07298
delta,2017-04-15 06:45,0.06756,0.07854,0.18240,1.07685
delta,2017-04-15 07:00,0.01215,0.01412,0.17880,1.11845
delta,2017-04-15 07:15,-0.02219,-0.02579,0.18560,1.20144
delta,2017-04-15 07:30,-0.09301,-0.10812,0.18200,1.26096
delta,2017-04-15 07:45,-0.10946,-0.12724,0.18280,1.28515
delta,2017-04-15 08:00,-0.10183,-0.11837,0.19080,1.32696
delta,2017-04-15 08:15,-0.20858,-0.24246,0.18280,1.40036
delta,2017-04-15 08:30,-0.19648,-0.22840,0.18720,1.41418
delta,2017-04-15 08:45,-0.22957,-0.26686,0.18680,1.45011
delta,2017-04-15 09:00,-0.25223,-0.29320,0.18520,1.46631
delta,2017-04-15 09:15,-0.30574,-0.35541,0.17960,1.49305
delta,2017-04-15 09:30,-0.31971,-0.37165,0.18080,1.51689
delta,2017-04-15 09:45,-0.32957,-0.38311,0.18120,1.53088
delta,2017-04-15 10:00,-0.32299,-0.37546,0.18720,1.56124
delta,2017-04-15 10:15,-0.30013,-0.34889,0.18880,1.54480
delta,2017-04-15 10:30,-0.35320,-0.41058,0.18680,1.59382
delta,2017-04-15 10:45,-0.34722,-0.40363,0.18680,1.58687
delta,2017-04-15 11:00,-0.37537,-0.43635,0.18400,1.60186
delta,2017-04-15 11:15,-0.34058,-0.39591,0.18440,1.56394
delta,2017-04-15 11:30,-0.34585,-0.40203,0.18320,1.56247
delta,2017-04-15 11:45,-0.35278,-0.41009,0.18040,1.55280
delta,2017-04-15 12:00,-0.31527,-0.36649,0.18280,1.52439
delta,2017-04-15 12:15,-0.25555,-0.29706,0.18320,1.45749
delta,2017-04-15 12:30,-0.20017,-0.23269,0.18440,1.40072
delta,2017-04-15 12:45,-0.23269,-0.27049,0.18240,1.42587
delta,2017-04-15 13:00,-0.22756,-0.26453,0.18000,1.40470
delta,2017-04-15 13:15,-0.21090,-0.24516,0.18400,1.41067
delta,2017-04-15 13:30,-0.20791,-0.24168,0.18120,1.38946
delta,2017-04-15 13:45,-0.20333,-0.23636,0.17960,1.37400
delta,2017-04-15 14:00,-0.22840,-0.26550,0.17880,1.39808
delta,2017-04-15 14:15,-0.20896,-0.24291,0.17840,1.37294
delta,2017-04-15 14:30,-0.19014,-0.22103,0.18120,1.36880
delta,2017-04-15 14:45,-0.19452,-0.22612,0.17720,1.34856
delta,2017-04-15 15:00,-0.20899,-0.24294,0.17840,1.37298
delta,2017-04-15 15:15,-0.19124,-0.22231,0.17680,1.34221
delta,2017-04-15 15:30,-0.20542,-0.23879,0.17560,1.35109
delta,2017-04-15 15:45,-0.14359,-0.16692,0.18400,1.33242
delta,2017-04-15 16:00,-0.15099,-0.17552,0.18080,1.32076
delta,2017-04-15 16:15,-0.11854,-0.13780,0.18240,1.29318
delta,2017-04-15 16:30,-0.10998,-0.12785,0.18120,1.27562
delta,2017-04-15 16:45,-0.11209,-0.13030,0.17920,1.26541
delta,2017-04-15 17:00,-0.10029,-0.11658,0.17880,1.24915
delta,2017-04-15 17:15,-0.07879,-0.09159,0.17800,1.21910
delta,2017-04-15 17:30,-0.03660,-0.04255,0.17760,1.16751
delta,2017-04-15 17:45,-0.03859,-0.04486,0.17640,1.16223
delta,2017-04-15 18:00,0.02099,0.02440,0.18240,1.13098
delta,2017-04-15 18:15,0.02886,0.03355,0.17560,1.07875
delta,2017-04-15 18:30,0.05040,0.05859,0.17760,1.06638
delta,2017-04-15 18:45,0.06866,0.07981,0.18200,1.07303
delta,2017-04-15 19:00,0.03777,0.04391,0.17800,1.08360
delta,2017-04-15 19:15,0.05800,0.06742,0.17640,1.04995
delta,2017-04-15 19:30,0.05334,0.06201,0.17560,1.05030
delta,2017-04-15 19:45,0.07768,0.09030,0.17760,1.03467
delta,2017-04-15 20:00,0.09096,0.10574,0.17760,1.01923
delta,2017-04-15 20:15,0.11144,0.12954,0.18160,1.02077
delta,2017-04-15 20:30,0.07773,0.09036,0.17440,1.01434
delta,2017-04-15 20:45,0.15849,0.18424,0.18320,0.97620
delta,2017-04-15 21:00,0.17184,0.19976,0.18480,0.97082
delta,2017-04-15 21:15,0.17496,0.20338,0.18240,0.95200
delta,2017-04-15 21:30,0.18735,0.21779,0.18360,0.94519
delta,2017-04-15 21:45,0.15382,0.17881,0.17760,0.94617
delta,2017-04-15 22:00,0.16897,0.19642,0.17800,0.93108
delta,2017-04-15 22:15,0.16777,0.19502,0.17560,0.91728
delta,2017-04-15 22:30,0.19504,0.22672,0.18200,0.92612
delta,2017-04-15 22:45,0.17638,0.20503,0.17600,0.90980
delta,2017-04-15 23:00,0.21832,0.25379,0.18360,0.90919
delta,2017-04-15 23:15,0.16404,0.19069,0.17280,0.90387
delta,2017-04-15 23:30,0.13599,0.15808,0.16680,0.89848
delta,2017-04-15 23:45,0.17099,0.19877,0.17360,0.90086
delta,2017-04-16 00:00,0.15860,0.15986,0.17760,0.89166
delta,2017-04-16 00:15,0.16952,0.17087,0.17800,0.88303
delta,2017-04-16 00:30,0.19718,0.19875,0.18280,0.88357
delta,2017-04-16 00:45,0.14561,0.14677,0.17520,0.89055
delta,2017-04-16 01:00,0.13370,0.13476,0.17240,0.88598
delta,2017-04-16 01:15,0.15296,0.15418,0.17560,0.88551
delta,2017-04-16 01:30,0.11073,0.11161,0.17160,0.90440
delta,2017-04-16 01:45,0.13351,0.13457,0.17160,0.88143
delta,2017-04-16 02:00,0.14309,0.14423,0.17560,0.89545
delta,2017-04-16 02:15,0.16633,0.16765,0.17560,0.87203
delta,2017-04-16 02:30,0.16335,0.16465,0.17720,0.88451
delta,2017-04-16 02:45,0.16990,0.17125,0.17800,0.88264
delta,2017-04-16 03:00,0.10481,0.10564,0.17200,0.91273
delta,2017-04-16 03:15,0.11377,0.11468,0.17200,0.90370
delta,2017-04-16 03:30,0.14166,0.14279,0.17720,0.90637
delta,2017-04-16 03:45,0.12335,0.12433,0.17400,0.90589
delta,2017-04-16 04:00,0.12233,0.12330,0.17280,0.89981
delta,2017-04-16 04:15,0.15592,0.15716,0.17840,0.89910
delta,2017-04-16 04:30,0.12662,0.12763,0.17560,0.91206
delta,2017-04-16 04:45,0.12926,0.13029,0.17560,0.90939
delta,2017-04-16 05:00,0.10984,0.11071,0.17320,0.91477
delta,2017-04-16 05:15,0.05718,0.05764,0.17000,0.94890
delta,2017-04-16 05:30,0.09362,0.09437,0.17120,0.91928
delta,2017-04-16 05:45,0.12786,0.12888,0.17040,0.88002
delta,2017-04-16 06:00,0.15207,0.15328,0.17760,0.89825
delta,2017-04-16 06:15,0.13486,0.13593,0.17320,0.88955
delta,2017-04-16 06:30,0.11601,0.11693,0.17320,0.90854
delta,2017-04-16 06:45,0.13604,0.13712,0.17760,0.91440
delta,2017-04-16 07:00,0.11212,0.11301,0.17280,0.91010
delta,2017-04-16 07:15,0.01940,0.01955,0.16360,0.94909
delta,2017-04-16 07:30,0.01751,0.01765,0.16320,0.94862
delta,2017-04-16 07:45,0.04686,0.04723,0.17160,0.96877
delta,2017-04-16 08:00,0.06245,0.06295,0.17680,0.98384
delta,2017-04-16 08:15,0.07444,0.07503,0.17840,0.98124
delta,2017-04-16 08:30,0.08623,0.08692,0.17960,0.97645
delta,2017-04-16 08:45,0.03074,0.03098,0.17360,0.99686
delta,2017-04-16 09:00,0.02933,0.02956,0.17560,1.01012
delta,2017-04-16 09:15,-0.03496,-0.03524,0.17080,1.04651
delta,2017-04-16 09:30,-0.01833,-0.01848,0.17840,1.07474
delta,2017-04-16 09:45,-0.10349,-0.10431,0.16760,1.09664
delta,2017-04-16 10:00,-0.08168,-0.08233,0.17040,1.09123
