CustomerID,datetime,NormDelta,AbsDelta,Leaders,Demand
delta,2017-01-01 00:00,-0.03325,-0.03845,0.17750,1.15936
delta,2017-01-01 00:15,-0.09177,-0.10613,0.16620,1.15568
delta,2017-01-01 00:30,-0.12238,-0.14152,0.16237,1.16688
delta,2017-01-01 00:45,-0.04814,-0.05567,0.17637,1.16944
delta,2017-01-01 01:00,-0.06403,-0.07405,0.17173,1.15852
delta,2017-01-01 01:15,-0.05757,-0.06658,0.17302,1.15919
delta,2017-01-01 01:30,-0.05359,-0.06197,0.17372,1.15900
delta,2017-01-01 01:45,-0.03944,-0.04561,0.17700,1.16336
delta,2017-01-01 02:00,-0.11506,-0.13306,0.16383,1.16764
delta,2017-01-01 02:15,-0.08147,-0.09421,0.16988,1.16700
delta,2017-01-01 02:30,-0.06152,-0.07114,0.17086,1.15012
delta,2017-01-01 02:45,-0.08800,-0.10177,0.16689,1.15567
delta,2017-01-01 03:00,-0.02949,-0.03410,0.17938,1.16688
delta,2017-01-01 03:15,-0.08135,-0.09408,0.16921,1.16264
delta,2017-01-01 03:30,-0.04103,-0.04745,0.17197,1.13344
delta,2017-01-01 03:45,-0.06427,-0.07432,0.17296,1.16656
delta,2017-01-01 04:00,-0.03566,-0.04124,0.17652,1.15595
delta,2017-01-01 04:15,-0.10261,-0.11866,0.16905,1.18620
delta,2017-01-01 04:30,-0.07732,-0.08942,0.17565,1.19864
delta,2017-01-01 04:45,-0.10066,-0.11641,0.16933,1.18572
delta,2017-01-01 05:00,-0.11832,-0.13683,0.16961,1.20792
delta,2017-01-01 05:15,-0.07164,-0.08285,0.17766,1.20476
delta,2017-01-01 05:30,-0.11718,-0.13551,0.16678,1.18872
delta,2017-01-01 05:45,-0.04853,-0.05612,0.18060,1.19660
delta,2017-01-01 06:00,-0.10359,-0.11979,0.17248,1.20900
delta,2017-01-01 06:15,0.01018,0.01177,0.19334,1.20916
delta,2017-01-01 06:30,-0.03283,-0.03797,0.18763,1.22284
delta,2017-01-01 06:45,0.01981,0.02291,0.19414,1.20308
delta,2017-01-01 07:00,0.03427,0.03963,0.19416,1.18648
delta,2017-01-01 07:15,0.03982,0.04605,0.19188,1.16567
delta,2017-01-01 07:30,0.13138,0.15193,0.20559,1.14636
delta,2017-01-01 07:45,0.05268,0.06092,0.18972,1.13716
delta,2017-01-01 08:00,0.07940,0.09182,0.19787,1.15772
delta,2017-01-01 08:15,0.05918,0.06844,0.19485,1.16204
delta,2017-01-01 08:30,0.06680,0.07725,0.19353,1.14488
delta,2017-01-01 08:45,0.10758,0.12441,0.19995,1.13827
delta,2017-01-01 09:00,0.05557,0.06426,0.18940,1.13180
delta,2017-01-01 09:15,0.09108,0.10533,0.19842,1.14768
delta,2017-01-01 09:30,0.04212,0.04871,0.18833,1.14060
delta,2017-01-01 09:45,0.09648,0.11157,0.19593,1.12572
delta,2017-01-01 10:00,0.04991,0.05772,0.19264,1.15880
delta,2017-01-01 10:15,0.06846,0.07917,0.19591,1.15800
delta,2017-01-01 10:30,0.03265,0.03776,0.18915,1.15671
delta,2017-01-01 10:45,0.05026,0.05812,0.18969,1.13976
delta,2017-01-01 11:00,0.04249,0.04914,0.19142,1.15968
delta,2017-01-01 11:15,-0.01445,-0.01671,0.18345,1.17520
delta,2017-01-01 11:30,0.08369,0.09678,0.19678,1.14588
delta,2017-01-01 11:45,0.01555,0.01798,0.18560,1.15408
delta,2017-01-01 12:00,0.03111,0.03598,0.18591,1.13804
delta,2017-01-01 12:15,-0.02421,-0.02800,0.17782,1.15092
delta,2017-01-01 12:30,0.05378,0.06219,0.19179,1.14895
delta,2017-01-01 12:45,0.06759,0.07816,0.19401,1.14700
delta,2017-01-01 13:00,0.09799,0.11332,0.19969,1.14772
delta,2017-01-01 13:15,0.01930,0.02232,0.18060,1.11816
delta,2017-01-01 13:30,0.02872,0.03321,0.18235,1.11832
delta,2017-01-01 13:45,-0.00466,-0.00539,0.17385,1.10324
delta,2017-01-01 14:00,0.02526,0.02921,0.17718,1.08968
delta,2017-01-01 14:15,-0.02484,-0.02873,0.17194,1.11452
delta,2017-01-01 14:30,0.05319,0.06151,0.18253,1.09116
delta,2017-01-01 14:45,0.02475,0.02862,0.18040,1.11059
delta,2017-01-01 15:00,-0.01772,-0.02049,0.17166,1.10452
delta,2017-01-01 15:15,0.03132,0.03622,0.18197,1.11292
delta,2017-01-01 15:30,-0.02972,-0.03437,0.16969,1.10596
delta,2017-01-01 15:45,0.00312,0.00361,0.17461,1.09904
delta,2017-01-01 16:00,0.01467,0.01696,0.17711,1.10148
delta,2017-01-01 16:15,0.04796,0.05546,0.18180,1.09260
delta,2017-01-01 16:30,-0.00134,-0.00155,0.17590,1.11235
delta,2017-01-01 16:45,0.01736,0.02008,0.18063,1.12060
delta,2017-01-01 17:00,-0.03440,-0.03978,0.17694,1.15716
delta,2017-01-01 17:15,-0.04039,-0.04671,0.18254,1.19944
delta,2017-01-01 17:30,0.00808,0.00934,0.19357,1.21304
delta,2017-01-01 17:45,-0.01350,-0.01561,0.18602,1.19032
delta,2017-01-01 18:00,0.02608,0.03016,0.19297,1.18844
delta,2017-01-01 18:15,0.01571,0.01817,0.19250,1.19747
delta,2017-01-01 18:30,-0.00381,-0.00441,0.18806,1.19200
delta,2017-01-01 18:45,-0.00111,-0.00128,0.19043,1.20384
delta,2017-01-01 19:00,0.01197,0.01384,0.18953,1.18304
delta,2017-01-01 19:15,-0.00909,-0.01051,0.18606,1.18548
delta,2017-01-01 19:30,0.02350,0.02718,0.19280,1.19036
delta,2017-01-01 19:45,0.03713,0.04294,0.19251,1.17276
delta,2017-01-01 20:00,-0.00730,-0.00844,0.18257,1.16136
delta,2017-01-01 20:15,0.02664,0.03081,0.18853,1.15976
delta,2017-01-01 20:30,0.01303,0.01507,0.18643,1.16223
delta,2017-01-01 20:45,0.01482,0.01714,0.18617,1.15852
delta,2017-01-01 21:00,0.05259,0.06082,0.19315,1.15892
delta,2017-01-01 21:15,0.01675,0.01937,0.18523,1.15036
delta,2017-01-01 21:30,0.06421,0.07425,0.19384,1.14984
delta,2017-01-01 21:45,-0.00299,-0.00346,0.18092,1.14596
delta,2017-01-01 22:00,0.06966,0.08056,0.19257,1.13552
delta,2017-01-01 22:15,0.02408,0.02785,0.18903,1.16587
delta,2017-01-01 22:30,-0.03988,-0.04612,0.17832,1.17220
delta,2017-01-01 22:45,0.00648,0.00749,0.18404,1.15472
delta,2017-01-01 23:00,-0.05612,-0.06490,0.17069,1.14280
delta,2017-01-01 23:15,0.02425,0.02804,0.18715,1.15380
delta,2017-01-01 23:30,0.01169,0.01352,0.18281,1.14092
delta,2017-01-01 23:45,0.01405,0.01625,0.18319,1.14059
delta,2017-01-02 00:00,0.17656,0.26027,0.19088,1.14652
delta,2017-01-02 00:15,0.12514,0.18447,0.17889,1.13396
delta,2017-01-02 00:30,0.11533,0.17001,0.17746,1.13788
delta,2017-01-02 00:45,0.11629,0.17142,0.17495,1.11796
delta,2017-01-02 01:00,0.13583,0.20023,0.17960,1.12344
delta,2017-01-02 01:15,0.08917,0.13144,0.17100,1.12883
delta,2017-01-02 01:30,0.10562,0.15569,0.17434,1.12920
delta,2017-01-02 01:45,0.13681,0.20167,0.18035,1.12752
delta,2017-01-02 02:00,0.07368,0.10861,0.16792,1.12896
delta,2017-01-02 02:15,0.14437,0.21281,0.18272,1.13384
delta,2017-01-02 02:30,0.09570,0.14107,0.17153,1.12311
delta,2017-01-02 02:45,0.12513,0.18445,0.17955,1.13884
delta,2017-01-02 03:00,0.06454,0.09514,0.17033,1.16020
delta,2017-01-02 03:15,0.08378,0.12350,0.17592,1.17304
delta,2017-01-02 03:30,0.06925,0.10208,0.17151,1.16196
delta,2017-01-02 03:45,0.07996,0.11787,0.17731,1.18891
delta,2017-01-02 04:00,0.04162,0.06135,0.17336,1.21632
delta,2017-01-02 04:15,0.10039,0.14798,0.18981,1.25092
delta,2017-01-02 04:30,0.07896,0.11639,0.19036,1.28656
delta,2017-01-02 04:45,0.07048,0.10389,0.19458,1.33016
delta,2017-01-02 05:00,0.07020,0.10348,0.19500,1.33368
delta,2017-01-02 05:15,0.05999,0.08843,0.19989,1.38476
delta,2017-01-02 05:30,0.02075,0.03059,0.19456,1.40332
delta,2017-01-02 05:45,0.02612,0.03850,0.20397,1.46476
delta,2017-01-02 06:00,-0.02631,-0.03878,0.19814,1.49907
delta,2017-01-02 06:15,-0.08207,-0.12098,0.20366,1.62196
delta,2017-01-02 06:30,-0.08613,-0.12696,0.20718,1.65388
delta,2017-01-02 06:45,-0.09205,-0.13569,0.20549,1.65016
delta,2017-01-02 07:00,-0.10374,-0.15292,0.20419,1.65780
delta,2017-01-02 07:15,-0.13315,-0.19628,0.21221,1.76027
delta,2017-01-02 07:30,-0.15466,-0.22798,0.20614,1.74724
delta,2017-01-02 07:45,-0.13697,-0.20191,0.20717,1.72876
delta,2017-01-02 08:00,-0.14794,-0.21808,0.20363,1.71884
delta,2017-01-02 08:15,-0.12058,-0.17775,0.21111,1.73364
delta,2017-01-02 08:30,-0.13034,-0.19213,0.20497,1.70276
delta,2017-01-02 08:45,-0.10404,-0.15336,0.20998,1.70092
delta,2017-01-02 09:00,-0.13615,-0.20070,0.20194,1.68899
delta,2017-01-02 09:15,-0.10166,-0.14986,0.20842,1.68592
delta,2017-01-02 09:30,-0.07775,-0.11461,0.21610,1.70728
delta,2017-01-02 09:45,-0.08506,-0.12539,0.21384,1.70140
delta,2017-01-02 10:00,-0.06560,-0.09670,0.21902,1.71088
delta,2017-01-02 10:15,-0.12739,-0.18778,0.20869,1.72584
delta,2017-01-02 10:30,-0.13224,-0.19493,0.21147,1.75348
delta,2017-01-02 10:45,-0.15144,-0.22324,0.20751,1.75259
delta,2017-01-02 11:00,-0.11122,-0.16395,0.21689,1.76244
delta,2017-01-02 11:15,-0.12308,-0.18143,0.21460,1.76304
delta,2017-01-02 11:30,-0.15985,-0.23563,0.20331,1.73404
delta,2017-01-02 11:45,-0.13746,-0.20263,0.21123,1.75940
delta,2017-01-02 12:00,-0.13043,-0.19227,0.21097,1.74712
delta,2017-01-02 12:15,-0.17008,-0.25071,0.20298,1.74668
delta,2017-01-02 12:30,-0.13733,-0.20244,0.20790,1.73467
delta,2017-01-02 12:45,-0.15105,-0.22266,0.20786,1.75460
delta,2017-01-02 13:00,-0.17271,-0.25459,0.20310,1.75144
delta,2017-01-02 13:15,-0.14448,-0.21298,0.20702,1.73872
delta,2017-01-02 13:30,-0.15522,-0.22881,0.20129,1.71231
delta,2017-01-02 13:45,-0.09565,-0.14100,0.21251,1.70720
delta,2017-01-02 14:00,-0.12665,-0.18669,0.21051,1.73816
delta,2017-01-02 14:15,-0.11981,-0.17661,0.21084,1.73051
delta,2017-01-02 14:30,-0.11331,-0.16703,0.21066,1.71960
delta,2017-01-02 14:45,-0.13546,-0.19968,0.20744,1.72852
delta,2017-01-02 15:00,-0.09948,-0.14664,0.21297,1.71623
delta,2017-01-02 15:15,-0.14226,-0.20970,0.20455,1.71724
delta,2017-01-02 15:30,-0.08667,-0.12776,0.21226,1.69212
delta,2017-01-02 15:45,-0.08521,-0.12561,0.21414,1.70383
delta,2017-01-02 16:00,-0.09093,-0.13404,0.21289,1.70304
delta,2017-01-02 16:15,-0.14626,-0.21560,0.20020,1.69108
delta,2017-01-02 16:30,-0.08319,-0.12263,0.21054,1.67431
delta,2017-01-02 16:45,-0.14267,-0.21031,0.20182,1.69772
delta,2017-01-02 17:00,-0.08475,-0.12493,0.21527,1.71148
delta,2017-01-02 17:15,-0.13386,-0.19732,0.20764,1.72763
delta,2017-01-02 17:30,-0.08883,-0.13094,0.21541,1.71852
delta,2017-01-02 17:45,-0.04274,-0.06300,0.21822,1.67128
delta,2017-01-02 18:00,-0.05037,-0.07425,0.21211,1.63751
delta,2017-01-02 18:15,0.05166,0.07615,0.21214,1.48732
delta,2017-01-02 18:30,0.05392,0.07948,0.20960,1.46528
delta,2017-01-02 18:45,0.11395,0.16797,0.21625,1.42580
delta,2017-01-02 19:00,0.10901,0.16069,0.21111,1.39519
delta,2017-01-02 19:15,0.12883,0.18991,0.20700,1.33568
delta,2017-01-02 19:30,0.16176,0.23845,0.21041,1.31228
delta,2017-01-02 19:45,0.17541,0.25857,0.20902,1.28191
delta,2017-01-02 20:00,0.13199,0.19457,0.20210,1.29492
delta,2017-01-02 20:15,0.18275,0.26939,0.20803,1.26380
delta,2017-01-02 20:30,0.21055,0.31037,0.20960,1.23439
delta,2017-01-02 20:45,0.18832,0.27760,0.20444,1.22912
delta,2017-01-02 21:00,0.26609,0.39224,0.21751,1.21080
delta,2017-01-02 21:15,0.19959,0.29421,0.20317,1.20316
delta,2017-01-02 21:30,0.20567,0.30318,0.20419,1.20171
delta,2017-01-02 21:45,0.14167,0.20883,0.19125,1.20068
delta,2017-01-02 22:00,0.11547,0.17021,0.18454,1.18984
delta,2017-01-02 22:15,0.15532,0.22896,0.18833,1.15904
delta,2017-01-02 22:30,0.17107,0.25217,0.19063,1.15276
delta,2017-01-02 22:45,0.15214,0.22427,0.18707,1.15443
delta,2017-01-02 23:00,0.13624,0.20083,0.18369,1.15296
delta,2017-01-02 23:15,0.12772,0.18827,0.18237,1.15580
delta,2017-01-02 23:30,0.16059,0.23672,0.18692,1.14087
delta,2017-01-02 23:45,0.11106,0.16371,0.17800,1.14816
delta,2017-01-03 00:00,0.19689,0.38771,0.19186,1.14492
delta,2017-01-03 00:15,0.16623,0.32733,0.18227,1.12868
delta,2017-01-03 00:30,0.17228,0.33925,0.18640,1.14976
delta,2017-01-03 00:45,0.16005,0.31516,0.18039,1.12584
delta,2017-01-03 01:00,0.15569,0.30658,0.18007,1.13187
delta,2017-01-03 01:15,0.17136,0.33743,0.18419,1.13392
delta,2017-01-03 01:30,0.15273,0.30075,0.17756,1.11764
delta,2017-01-03 01:45,0.17271,0.34009,0.18220,1.11536
delta,2017-01-03 02:00,0.13417,0.26420,0.17406,1.12624
delta,2017-01-03 02:15,0.13042,0.25682,0.17369,1.13067
delta,2017-01-03 02:30,0.18645,0.36715,0.18776,1.13272
delta,2017-01-03 02:45,0.13002,0.25603,0.17361,1.13080
delta,2017-01-03 03:00,0.12684,0.24977,0.17373,1.13804
delta,2017-01-03 03:15,0.14474,0.28501,0.17953,1.14912
delta,2017-01-03 03:30,0.12384,0.24386,0.17555,1.15848
delta,2017-01-03 03:45,0.16058,0.31621,0.18362,1.15060
delta,2017-01-03 04:00,0.12241,0.24104,0.17726,1.17496
delta,2017-01-03 04:15,0.16345,0.32186,0.19490,1.23504
delta,2017-01-03 04:30,0.19514,0.38426,0.20471,1.25100
delta,2017-01-03 04:45,0.19158,0.37725,0.20758,1.28096
delta,2017-01-03 05:00,0.23020,0.45330,0.21946,1.29980
delta,2017-01-03 05:15,0.21138,0.41624,0.22639,1.39220
delta,2017-01-03 05:30,0.21177,0.41701,0.23137,1.43123
delta,2017-01-03 05:45,0.17342,0.34149,0.23662,1.54869
delta,2017-01-03 06:00,0.13293,0.26176,0.23440,1.61068
delta,2017-01-03 06:15,0.07860,0.15478,0.24307,1.78692
delta,2017-01-03 06:30,0.02917,0.05744,0.24079,1.86604
delta,2017-01-03 06:45,0.04692,0.09239,0.25136,1.91553
delta,2017-01-03 07:00,-0.01863,-0.03669,0.24418,1.98724
delta,2017-01-03 07:15,-0.05809,-0.11439,0.25395,2.14300
delta,2017-01-03 07:30,-0.01116,-0.02198,0.27345,2.20636
delta,2017-01-03 07:45,-0.05973,-0.11762,0.27109,2.28316
delta,2017-01-03 08:00,-0.09568,-0.18841,0.26818,2.33068
delta,2017-01-03 08:15,-0.10687,-0.21044,0.27974,2.44507
delta,2017-01-03 08:30,-0.11344,-0.22338,0.28431,2.49452
delta,2017-01-03 08:45,-0.13663,-0.26904,0.28645,2.55728
delta,2017-01-03 09:00,-0.16807,-0.33096,0.28874,2.63748
delta,2017-01-03 09:15,-0.21716,-0.42762,0.28683,2.71888
delta,2017-01-03 09:30,-0.20976,-0.41305,0.28985,2.72844
delta,2017-01-03 09:45,-0.17133,-0.33737,0.30178,2.74807
delta,2017-01-03 10:00,-0.26079,-0.51353,0.28580,2.79656
delta,2017-01-03 10:15,-0.25416,-0.50048,0.29195,2.83264
delta,2017-01-03 10:30,-0.28118,-0.55369,0.28598,2.83816
delta,2017-01-03 10:45,-0.24920,-0.49071,0.29293,2.83072
delta,2017-01-03 11:00,-0.27037,-0.53240,0.29028,2.85124
delta,2017-01-03 11:15,-0.27612,-0.54372,0.28811,2.84520
delta,2017-01-03 11:30,-0.27405,-0.53965,0.28680,2.83068
delta,2017-01-03 11:45,-0.27545,-0.54240,0.28962,2.85596
delta,2017-01-03 12:00,-0.30569,-0.60195,0.28204,2.85496
delta,2017-01-03 12:15,-0.22816,-0.44928,0.29776,2.82787
delta,2017-01-03 12:30,-0.22930,-0.45153,0.29636,2.81892
delta,2017-01-03 12:45,-0.22534,-0.44373,0.29807,2.82479
delta,2017-01-03 13:00,-0.20617,-0.40598,0.29854,2.79077
delta,2017-01-03 13:15,-0.22178,-0.43672,0.30085,2.83996
delta,2017-01-03 13:30,-0.22620,-0.44542,0.29677,2.81609
delta,2017-01-03 13:45,-0.16810,-0.33101,0.31096,2.81504
delta,2017-01-03 14:00,-0.20144,-0.39667,0.30488,2.83212
delta,2017-01-03 14:15,-0.18034,-0.35512,0.31163,2.84449
delta,2017-01-03 14:30,-0.22795,-0.44887,0.29909,2.83808
delta,2017-01-03 14:45,-0.18477,-0.36384,0.30547,2.80401
delta,2017-01-03 15:00,-0.23329,-0.45938,0.29554,2.82021
delta,2017-01-03 15:15,-0.22580,-0.44463,0.29562,2.80613
delta,2017-01-03 15:30,-0.19607,-0.38609,0.29984,2.78129
delta,2017-01-03 15:45,-0.21637,-0.42606,0.29392,2.77395
delta,2017-01-03 16:00,-0.19185,-0.37778,0.29582,2.74085
delta,2017-01-03 16:15,-0.21666,-0.42664,0.28084,2.67005
delta,2017-01-03 16:30,-0.20608,-0.40580,0.28138,2.65353
delta,2017-01-03 16:45,-0.20985,-0.41323,0.27778,2.63221
delta,2017-01-03 17:00,-0.22283,-0.43879,0.27018,2.59705
delta,2017-01-03 17:15,-0.13354,-0.26296,0.27938,2.49472
delta,2017-01-03 17:30,-0.12323,-0.24266,0.27014,2.40059
delta,2017-01-03 17:45,-0.06396,-0.12595,0.27229,2.30107
delta,2017-01-03 18:00,-0.05972,-0.11760,0.25944,2.19008
delta,2017-01-03 18:15,0.05719,0.11262,0.25780,1.94675
delta,2017-01-03 18:30,0.09321,0.18354,0.25397,1.84524
delta,2017-01-03 18:45,0.09763,0.19225,0.24444,1.76040
delta,2017-01-03 19:00,0.11768,0.23173,0.24270,1.70701
delta,2017-01-03 19:15,0.12159,0.23943,0.23432,1.63237
delta,2017-01-03 19:30,0.15729,0.30973,0.23548,1.57135
delta,2017-01-03 19:45,0.15603,0.30725,0.23166,1.54329
delta,2017-01-03 20:00,0.20446,0.40261,0.23791,1.49788
delta,2017-01-03 20:15,0.23821,0.46907,0.23950,1.44411
delta,2017-01-03 20:30,0.21495,0.42327,0.23212,1.43096
delta,2017-01-03 20:45,0.24050,0.47358,0.24015,1.44479
delta,2017-01-03 21:00,0.24483,0.48211,0.23311,1.38001
delta,2017-01-03 21:15,0.25478,0.50170,0.23399,1.36747
delta,2017-01-03 21:30,0.24245,0.47742,0.22646,1.33160
delta,2017-01-03 21:45,0.19311,0.38026,0.21537,1.34016
delta,2017-01-03 22:00,0.17412,0.34287,0.20728,1.31293
delta,2017-01-03 22:15,0.20991,0.41334,0.21253,1.28440
delta,2017-01-03 22:30,0.19158,0.37725,0.20562,1.26531
delta,2017-01-03 22:45,0.19937,0.39259,0.20737,1.26393
delta,2017-01-03 23:00,0.16026,0.31558,0.19733,1.26075
delta,2017-01-03 23:15,0.17990,0.35425,0.19974,1.24131
delta,2017-01-03 23:30,0.21493,0.42323,0.20809,1.23904
delta,2017-01-03 23:45,0.17646,0.34748,0.19867,1.23953
delta,2017-01-04 00:00,0.20070,0.40203,0.20396,1.23087
delta,2017-01-04 00:15,0.17123,0.34300,0.19698,1.23401
delta,2017-01-04 00:30,0.18611,0.37281,0.19839,1.21549
delta,2017-01-04 00:45,0.17062,0.34178,0.19599,1.22730
delta,2017-01-04 01:00,0.17572,0.35200,0.19260,1.18997
delta,2017-01-04 01:15,0.16685,0.33423,0.19466,1.22421
delta,2017-01-04 01:30,0.16308,0.32668,0.19093,1.20189
delta,2017-01-04 01:45,0.16623,0.33299,0.18996,1.18782
delta,2017-01-04 02:00,0.17879,0.35814,0.19025,1.16497
delta,2017-01-04 02:15,0.18482,0.37022,0.19490,1.19014
delta,2017-01-04 02:30,0.14053,0.28150,0.18419,1.19309
delta,2017-01-04 02:45,0.15843,0.31736,0.18904,1.19608
delta,2017-01-04 03:00,0.12974,0.25989,0.18091,1.18846
delta,2017-01-04 03:15,0.13846,0.27736,0.18564,1.20887
delta,2017-01-04 03:30,0.14126,0.28297,0.18690,1.21333
delta,2017-01-04 03:45,0.15184,0.30416,0.18949,1.21289
delta,2017-01-04 04:00,0.10438,0.20909,0.18071,1.23766
delta,2017-01-04 04:15,0.19424,0.38909,0.20807,1.27669
delta,2017-01-04 04:30,0.17870,0.35796,0.20784,1.30598
delta,2017-01-04 04:45,0.21378,0.42824,0.21842,1.32041
delta,2017-01-04 05:00,0.23677,0.47429,0.22738,1.34610
delta,2017-01-04 05:15,0.23394,0.46862,0.23937,1.44776
delta,2017-01-04 05:30,0.18330,0.36718,0.23388,1.50525
delta,2017-01-04 05:45,0.19635,0.39332,0.24857,1.59672
delta,2017-01-04 06:00,0.17093,0.34240,0.24540,1.62225
delta,2017-01-04 06:15,0.12061,0.24160,0.25572,1.80566
delta,2017-01-04 06:30,0.06818,0.13658,0.25203,1.88117
delta,2017-01-04 06:45,0.04346,0.08706,0.25526,1.95655
delta,2017-01-04 07:00,0.00659,0.01320,0.25313,2.01333
delta,2017-01-04 07:15,-0.02948,-0.05905,0.26483,2.17926
delta,2017-01-04 07:30,-0.09885,-0.19801,0.25774,2.26146
delta,2017-01-04 07:45,-0.05830,-0.11678,0.26862,2.26733
delta,2017-01-04 08:00,-0.09325,-0.18679,0.27073,2.35423
delta,2017-01-04 08:15,-0.11576,-0.23189,0.27333,2.42014
delta,2017-01-04 08:30,-0.08136,-0.16298,0.28807,2.46924
delta,2017-01-04 08:45,-0.07261,-0.14545,0.29773,2.52905
delta,2017-01-04 09:00,-0.11983,-0.24004,0.29240,2.58097
delta,2017-01-04 09:15,-0.14273,-0.28591,0.29954,2.68400
delta,2017-01-04 09:30,-0.19915,-0.39893,0.28896,2.71232
delta,2017-01-04 09:45,-0.19115,-0.38290,0.29305,2.72904
delta,2017-01-04 10:00,-0.21931,-0.43931,0.29367,2.79041
delta,2017-01-04 10:15,-0.30517,-0.61130,0.27977,2.85112
delta,2017-01-04 10:30,-0.24353,-0.48783,0.29616,2.85886
delta,2017-01-04 10:45,-0.24532,-0.49142,0.29617,2.86253
delta,2017-01-04 11:00,-0.23809,-0.47693,0.30112,2.88768
delta,2017-01-04 11:15,-0.26259,-0.52601,0.29468,2.88518
delta,2017-01-04 11:30,-0.22858,-0.45788,0.30536,2.90258
delta,2017-01-04 11:45,-0.28504,-0.57098,0.29232,2.91126
delta,2017-01-04 12:00,-0.28371,-0.56832,0.29567,2.93543
delta,2017-01-04 12:15,-0.28243,-0.56575,0.29485,2.92629
delta,2017-01-04 12:30,-0.24951,-0.49981,0.30219,2.91912
delta,2017-01-04 12:45,-0.24207,-0.48490,0.30124,2.89661
delta,2017-01-04 13:00,-0.23981,-0.48038,0.29955,2.87856
delta,2017-01-04 13:15,-0.20925,-0.41916,0.31031,2.90348
delta,2017-01-04 13:30,-0.28937,-0.57965,0.29174,2.91529
delta,2017-01-04 13:45,-0.27347,-0.54780,0.29905,2.94197
delta,2017-01-04 14:00,-0.27332,-0.54750,0.30056,2.95375
delta,2017-01-04 14:15,-0.22580,-0.45231,0.31001,2.93423
delta,2017-01-04 14:30,-0.25881,-0.51844,0.30019,2.92173
delta,2017-01-04 14:45,-0.29105,-0.58302,0.29441,2.94004
delta,2017-01-04 15:00,-0.23020,-0.46113,0.30894,2.93448
delta,2017-01-04 15:15,-0.28224,-0.56537,0.29641,2.93841
delta,2017-01-04 15:30,-0.27969,-0.56026,0.29296,2.90568
delta,2017-01-04 15:45,-0.23405,-0.46884,0.29906,2.86309
delta,2017-01-04 16:00,-0.25972,-0.52026,0.28760,2.82277
delta,2017-01-04 16:15,-0.21849,-0.43767,0.29060,2.76420
delta,2017-01-04 16:30,-0.27413,-0.54913,0.27233,2.72939
delta,2017-01-04 16:45,-0.22614,-0.45299,0.27831,2.68112
delta,2017-01-04 17:00,-0.21006,-0.42078,0.27902,2.65460
delta,2017-01-04 17:15,-0.16072,-0.32195,0.27542,2.52693
delta,2017-01-04 17:30,-0.14751,-0.29549,0.26880,2.44748
delta,2017-01-04 17:45,-0.07523,-0.15070,0.27271,2.33400
delta,2017-01-04 18:00,-0.04291,-0.08596,0.26460,2.20432
delta,2017-01-04 18:15,0.03201,0.06412,0.25032,1.93992
delta,2017-01-04 18:30,0.08441,0.16909,0.25345,1.86001
delta,2017-01-04 18:45,0.09021,0.18071,0.24713,1.79780
delta,2017-01-04 19:00,0.13257,0.26556,0.24742,1.71527
delta,2017-01-04 19:15,0.17344,0.34743,0.24284,1.59673
delta,2017-01-04 19:30,0.16920,0.33893,0.23829,1.56880
delta,2017-01-04 19:45,0.17462,0.34979,0.23428,1.52584
delta,2017-01-04 20:00,0.20255,0.40574,0.23777,1.49783
delta,2017-01-04 20:15,0.21824,0.43717,0.23520,1.44583
delta,2017-01-04 20:30,0.21781,0.43631,0.23103,1.41331
delta,2017-01-04 20:45,0.24210,0.48497,0.23311,1.38131
delta,2017-01-04 21:00,0.23987,0.48050,0.22919,1.35437
delta,2017-01-04 21:15,0.25552,0.51185,0.22773,1.31135
delta,2017-01-04 21:30,0.23515,0.47104,0.22161,1.30316
delta,2017-01-04 21:45,0.18438,0.36934,0.20477,1.27003
delta,2017-01-04 22:00,0.22114,0.44298,0.21097,1.24603
delta,2017-01-04 22:15,0.21446,0.42960,0.21086,1.25852
delta,2017-01-04 22:30,0.19708,0.39478,0.20269,1.22793
delta,2017-01-04 22:45,0.26177,0.52437,0.21678,1.21115
delta,2017-01-04 23:00,0.22358,0.44787,0.20680,1.20776
delta,2017-01-04 23:15,0.21046,0.42159,0.20203,1.19584
delta,2017-01-04 23:30,0.22347,0.44765,0.20509,1.19428
delta,2017-01-04 23:45,0.21011,0.42088,0.19940,1.17549
delta,2017-01-05 00:00,0.20958,0.41573,0.19885,1.18801
delta,2017-01-05 00:15,0.19452,0.38586,0.19201,1.16272
delta,2017-01-05 00:30,0.23817,0.47244,0.20582,1.18752
delta,2017-01-05 00:45,0.19738,0.39153,0.19449,1.17704
delta,2017-01-05 01:00,0.18948,0.37586,0.19118,1.16604
delta,2017-01-05 01:15,0.21820,0.43283,0.19699,1.15592
delta,2017-01-05 01:30,0.16894,0.33512,0.18594,1.16452
delta,2017-01-05 01:45,0.21253,0.42158,0.19326,1.13708
delta,2017-01-05 02:00,0.17348,0.34412,0.18188,1.12276
delta,2017-01-05 02:15,0.17663,0.35037,0.18314,1.12668
delta,2017-01-05 02:30,0.18784,0.37261,0.18608,1.12816
delta,2017-01-05 02:45,0.15491,0.30729,0.17533,1.10676
delta,2017-01-05 03:00,0.15978,0.31695,0.17810,1.11944
delta,2017-01-05 03:15,0.18767,0.37227,0.18733,1.13856
delta,2017-01-05 03:30,0.15294,0.30338,0.17966,1.14560
delta,2017-01-05 03:45,0.20076,0.39824,0.19095,1.14180
