CustomerID,datetime,NormDmnd,DailyAverage,Demand
g4L,2017-01-01 00:00,1.10405,0.37809,0.41743
g4L,2017-01-01 00:15,1.11256,0.37809,0.42065
g4L,2017-01-01 00:30,1.10962,0.37809,0.41954
g4L,2017-01-01 00:45,1.12330,0.37809,0.42471
g4L,2017-01-01 01:00,1.11160,0.37809,0.42029
g4L,2017-01-01 01:15,1.11638,0.37809,0.42210
g4L,2017-01-01 01:30,1.11301,0.37809,0.42082
g4L,2017-01-01 01:45,1.12789,0.37809,0.42645
g4L,2017-01-01 02:00,1.11867,0.37809,0.42296
g4L,2017-01-01 02:15,1.09417,0.37809,0.41370
g4L,2017-01-01 02:30,1.07852,0.37809,0.40778
g4L,2017-01-01 02:45,1.09276,0.37809,0.41316
g4L,2017-01-01 03:00,1.08911,0.37809,0.41179
g4L,2017-01-01 03:15,1.06482,0.37809,0.40260
g4L,2017-01-01 03:30,1.05912,0.37809,0.40045
g4L,2017-01-01 03:45,1.05278,0.37809,0.39805
g4L,2017-01-01 04:00,1.06007,0.37809,0.40081
g4L,2017-01-01 04:15,1.07700,0.37809,0.40721
g4L,2017-01-01 04:30,1.07823,0.37809,0.40767
g4L,2017-01-01 04:45,1.08887,0.37809,0.41169
g4L,2017-01-01 05:00,1.07512,0.37809,0.40650
g4L,2017-01-01 05:15,1.08085,0.37809,0.40866
g4L,2017-01-01 05:30,1.06416,0.37809,0.40235
g4L,2017-01-01 05:45,1.09248,0.37809,0.41306
g4L,2017-01-01 06:00,1.07600,0.37809,0.40683
g4L,2017-01-01 06:15,1.10426,0.37809,0.41751
g4L,2017-01-01 06:30,1.08927,0.37809,0.41185
g4L,2017-01-01 06:45,1.06807,0.37809,0.40383
g4L,2017-01-01 07:00,1.01360,0.37809,0.38324
g4L,2017-01-01 07:15,0.91554,0.37809,0.34616
g4L,2017-01-01 07:30,0.83823,0.37809,0.31693
g4L,2017-01-01 07:45,0.83586,0.37809,0.31603
g4L,2017-01-01 08:00,0.82533,0.37809,0.31205
g4L,2017-01-01 08:15,0.82966,0.37809,0.31369
g4L,2017-01-01 08:30,0.80962,0.37809,0.30611
g4L,2017-01-01 08:45,0.81903,0.37809,0.30967
g4L,2017-01-01 09:00,0.79888,0.37809,0.30205
g4L,2017-01-01 09:15,0.82295,0.37809,0.31115
g4L,2017-01-01 09:30,0.79276,0.37809,0.29974
g4L,2017-01-01 09:45,0.80863,0.37809,0.30574
g4L,2017-01-01 10:00,0.79395,0.37809,0.30019
g4L,2017-01-01 10:15,0.80612,0.37809,0.30479
g4L,2017-01-01 10:30,0.82060,0.37809,0.31026
g4L,2017-01-01 10:45,0.81347,0.37809,0.30757
g4L,2017-01-01 11:00,0.78930,0.37809,0.29843
g4L,2017-01-01 11:15,0.79877,0.37809,0.30201
g4L,2017-01-01 11:30,0.78229,0.37809,0.29578
g4L,2017-01-01 11:45,0.79443,0.37809,0.30037
g4L,2017-01-01 12:00,0.78934,0.37809,0.29844
g4L,2017-01-01 12:15,0.80274,0.37809,0.30351
g4L,2017-01-01 12:30,0.79412,0.37809,0.30025
g4L,2017-01-01 12:45,0.80875,0.37809,0.30578
g4L,2017-01-01 13:00,0.79852,0.37809,0.30191
g4L,2017-01-01 13:15,0.80300,0.37809,0.30361
g4L,2017-01-01 13:30,0.80093,0.37809,0.30283
g4L,2017-01-01 13:45,0.81453,0.37809,0.30797
g4L,2017-01-01 14:00,0.77409,0.37809,0.29268
g4L,2017-01-01 14:15,0.78482,0.37809,0.29674
g4L,2017-01-01 14:30,0.79338,0.37809,0.29997
g4L,2017-01-01 14:45,0.79405,0.37809,0.30023
g4L,2017-01-01 15:00,0.78815,0.37809,0.29799
g4L,2017-01-01 15:15,0.81682,0.37809,0.30883
g4L,2017-01-01 15:30,0.80859,0.37809,0.30572
g4L,2017-01-01 15:45,0.80154,0.37809,0.30306
g4L,2017-01-01 16:00,0.82067,0.37809,0.31029
g4L,2017-01-01 16:15,0.82630,0.37809,0.31242
g4L,2017-01-01 16:30,0.89375,0.37809,0.33792
g4L,2017-01-01 16:45,0.95972,0.37809,0.36286
g4L,2017-01-01 17:00,0.99982,0.37809,0.37803
g4L,2017-01-01 17:15,1.12696,0.37809,0.42610
g4L,2017-01-01 17:30,1.17756,0.37809,0.44523
g4L,2017-01-01 17:45,1.18601,0.37809,0.44842
g4L,2017-01-01 18:00,1.18827,0.37809,0.44928
g4L,2017-01-01 18:15,1.19817,0.37809,0.45302
g4L,2017-01-01 18:30,1.19845,0.37809,0.45313
g4L,2017-01-01 18:45,1.21109,0.37809,0.45791
g4L,2017-01-01 19:00,1.19136,0.37809,0.45044
g4L,2017-01-01 19:15,1.19810,0.37809,0.45299
g4L,2017-01-01 19:30,1.19486,0.37809,0.45177
g4L,2017-01-01 19:45,1.18762,0.37809,0.44903
g4L,2017-01-01 20:00,1.18141,0.37809,0.44668
g4L,2017-01-01 20:15,1.18797,0.37809,0.44916
g4L,2017-01-01 20:30,1.18741,0.37809,0.44895
g4L,2017-01-01 20:45,1.19376,0.37809,0.45135
g4L,2017-01-01 21:00,1.19417,0.37809,0.45151
g4L,2017-01-01 21:15,1.19308,0.37809,0.45110
g4L,2017-01-01 21:30,1.18949,0.37809,0.44974
g4L,2017-01-01 21:45,1.20468,0.37809,0.45548
g4L,2017-01-01 22:00,1.15257,0.37809,0.43578
g4L,2017-01-01 22:15,1.16418,0.37809,0.44017
g4L,2017-01-01 22:30,1.14521,0.37809,0.43300
g4L,2017-01-01 22:45,1.15137,0.37809,0.43532
g4L,2017-01-01 23:00,1.14041,0.37809,0.43118
g4L,2017-01-01 23:15,1.12821,0.37809,0.42657
g4L,2017-01-01 23:30,1.11300,0.37809,0.42082
g4L,2017-01-01 23:45,1.10920,0.37809,0.41938
g4L,2017-01-02 00:00,1.07603,0.38877,0.41832
g4L,2017-01-02 00:15,1.09254,0.38877,0.42474
g4L,2017-01-02 00:30,1.07684,0.38877,0.41864
g4L,2017-01-02 00:45,1.08697,0.38877,0.42258
g4L,2017-01-02 01:00,1.07649,0.38877,0.41850
g4L,2017-01-02 01:15,1.08152,0.38877,0.42046
g4L,2017-01-02 01:30,1.08016,0.38877,0.41993
g4L,2017-01-02 01:45,1.09039,0.38877,0.42391
g4L,2017-01-02 02:00,1.08792,0.38877,0.42295
g4L,2017-01-02 02:15,1.05046,0.38877,0.40838
g4L,2017-01-02 02:30,1.05250,0.38877,0.40918
g4L,2017-01-02 02:45,1.05660,0.38877,0.41077
g4L,2017-01-02 03:00,1.04899,0.38877,0.40781
g4L,2017-01-02 03:15,1.03059,0.38877,0.40066
g4L,2017-01-02 03:30,1.04240,0.38877,0.40525
g4L,2017-01-02 03:45,1.03643,0.38877,0.40293
g4L,2017-01-02 04:00,1.03883,0.38877,0.40386
g4L,2017-01-02 04:15,1.04463,0.38877,0.40612
g4L,2017-01-02 04:30,1.04915,0.38877,0.40787
g4L,2017-01-02 04:45,1.03907,0.38877,0.40395
g4L,2017-01-02 05:00,1.03811,0.38877,0.40358
g4L,2017-01-02 05:15,1.04740,0.38877,0.40719
g4L,2017-01-02 05:30,1.05423,0.38877,0.40985
g4L,2017-01-02 05:45,1.06845,0.38877,0.41538
g4L,2017-01-02 06:00,1.07503,0.38877,0.41793
g4L,2017-01-02 06:15,1.08856,0.38877,0.42319
g4L,2017-01-02 06:30,1.08147,0.38877,0.42044
g4L,2017-01-02 06:45,1.09785,0.38877,0.42681
g4L,2017-01-02 07:00,1.03631,0.38877,0.40288
g4L,2017-01-02 07:15,0.97258,0.38877,0.37811
g4L,2017-01-02 07:30,0.85165,0.38877,0.33109
g4L,2017-01-02 07:45,0.85735,0.38877,0.33331
g4L,2017-01-02 08:00,0.83396,0.38877,0.32422
g4L,2017-01-02 08:15,0.84166,0.38877,0.32721
g4L,2017-01-02 08:30,0.81833,0.38877,0.31814
g4L,2017-01-02 08:45,0.82362,0.38877,0.32019
g4L,2017-01-02 09:00,0.82302,0.38877,0.31996
g4L,2017-01-02 09:15,0.82088,0.38877,0.31913
g4L,2017-01-02 09:30,0.82093,0.38877,0.31915
g4L,2017-01-02 09:45,0.82599,0.38877,0.32112
g4L,2017-01-02 10:00,0.83124,0.38877,0.32316
g4L,2017-01-02 10:15,0.82410,0.38877,0.32038
g4L,2017-01-02 10:30,0.82897,0.38877,0.32228
g4L,2017-01-02 10:45,0.83447,0.38877,0.32441
g4L,2017-01-02 11:00,0.82291,0.38877,0.31992
g4L,2017-01-02 11:15,0.83192,0.38877,0.32342
g4L,2017-01-02 11:30,0.83287,0.38877,0.32379
g4L,2017-01-02 11:45,0.83990,0.38877,0.32652
g4L,2017-01-02 12:00,0.84147,0.38877,0.32713
g4L,2017-01-02 12:15,0.84480,0.38877,0.32843
g4L,2017-01-02 12:30,0.83907,0.38877,0.32620
g4L,2017-01-02 12:45,0.83442,0.38877,0.32439
g4L,2017-01-02 13:00,0.84087,0.38877,0.32690
g4L,2017-01-02 13:15,0.85157,0.38877,0.33106
g4L,2017-01-02 13:30,0.83574,0.38877,0.32491
g4L,2017-01-02 13:45,0.84281,0.38877,0.32766
g4L,2017-01-02 14:00,0.81463,0.38877,0.31670
g4L,2017-01-02 14:15,0.83586,0.38877,0.32495
g4L,2017-01-02 14:30,0.83396,0.38877,0.32422
g4L,2017-01-02 14:45,0.84858,0.38877,0.32990
g4L,2017-01-02 15:00,0.83232,0.38877,0.32358
g4L,2017-01-02 15:15,0.84364,0.38877,0.32798
g4L,2017-01-02 15:30,0.83479,0.38877,0.32454
g4L,2017-01-02 15:45,0.83739,0.38877,0.32555
g4L,2017-01-02 16:00,0.82549,0.38877,0.32092
g4L,2017-01-02 16:15,0.85591,0.38877,0.33275
g4L,2017-01-02 16:30,0.92085,0.38877,0.35799
g4L,2017-01-02 16:45,0.94377,0.38877,0.36691
g4L,2017-01-02 17:00,0.99994,0.38877,0.38874
g4L,2017-01-02 17:15,1.13066,0.38877,0.43956
g4L,2017-01-02 17:30,1.17231,0.38877,0.45575
g4L,2017-01-02 17:45,1.18121,0.38877,0.45921
g4L,2017-01-02 18:00,1.17552,0.38877,0.45700
g4L,2017-01-02 18:15,1.17163,0.38877,0.45549
g4L,2017-01-02 18:30,1.17508,0.38877,0.45683
g4L,2017-01-02 18:45,1.17197,0.38877,0.45562
g4L,2017-01-02 19:00,1.17077,0.38877,0.45516
g4L,2017-01-02 19:15,1.17167,0.38877,0.45551
g4L,2017-01-02 19:30,1.16318,0.38877,0.45220
g4L,2017-01-02 19:45,1.18609,0.38877,0.46111
g4L,2017-01-02 20:00,1.18236,0.38877,0.45966
g4L,2017-01-02 20:15,1.17457,0.38877,0.45663
g4L,2017-01-02 20:30,1.16776,0.38877,0.45399
g4L,2017-01-02 20:45,1.18521,0.38877,0.46077
g4L,2017-01-02 21:00,1.17409,0.38877,0.45645
g4L,2017-01-02 21:15,1.18379,0.38877,0.46022
g4L,2017-01-02 21:30,1.17046,0.38877,0.45503
